11:01:21.450,4.45,-0.183215,1.293727,0.058403,11:01:17.000
11:01:21.458,4.458333,-0.181785,1.291883,0.058527,
11:01:21.467,4.466667,-0.180361,1.290032,0.058651,
11:01:22.133,5.133333,-0.096342,1.178998,0.066531,
11:01:22.142,5.141667,-0.096145,1.17968,0.066667,
11:01:22.150,5.15,-0.096008,1.180423,0.066804,
11:01:22.225,5.225,-0.095338,1.187314,0.068021,
11:01:22.233,5.233333,-0.095728,1.188432,0.068173,
11:01:22.242,5.241667,-0.096164,1.189578,0.068322,
11:01:22.267,5.266667,-0.097602,1.193054,0.06878,
11:01:22.275,5.275,-0.098211,1.194278,0.068944,
11:01:22.283,5.283333,-0.098854,1.195516,0.069108,
11:01:22.300,5.3,-0.100215,1.198004,0.069428,
11:01:22.308,5.308333,-0.100975,1.199267,0.069581,
11:01:22.317,5.316667,-0.10178,1.200551,0.069731,
11:01:22.333,5.333333,-0.103481,1.203127,0.070021,
11:01:22.342,5.341667,-0.104433,1.204432,0.070165,
11:01:22.350,5.35,-0.105429,1.205755,0.070308,
11:01:22.375,5.375,-0.108545,1.209702,0.070726,
11:01:22.383,5.383333,-0.109734,1.211034,0.070863,
11:01:22.392,5.391667,-0.110967,1.212367,0.070997,
11:01:22.483,5.483333,-0.124542,1.226475,0.072329,
11:01:22.492,5.491667,-0.126185,1.227714,0.072368,
11:01:22.500,5.5,-0.127848,1.228942,0.072405,
11:01:22.517,5.516667,-0.131199,1.231349,0.072474,
11:01:22.525,5.525,-0.132821,1.230216,0.072819,
11:01:22.533,5.533333,-0.134543,1.231395,0.0728,
11:01:22.542,5.541667,-0.136275,1.232572,0.072817,
11:01:22.558,5.558333,-0.139742,1.234901,0.072812,
11:01:22.567,5.566667,-0.141497,1.236032,0.072823,
11:01:22.575,5.575,-0.14326,1.237147,0.072796,
11:01:22.617,5.616667,-0.15205,1.242606,0.072655,
11:01:22.625,5.625,-0.153895,1.243663,0.072625,
11:01:22.633,5.633333,-0.155719,1.244706,0.072623,
11:01:22.692,5.691667,-0.168061,1.251818,0.07253,
11:01:22.700,5.7,-0.169676,1.252803,0.07249,
11:01:22.708,5.708333,-0.171272,1.253769,0.0724,
11:01:22.758,5.758333,-0.180711,1.259404,0.071936,
11:01:22.767,5.766667,-0.182387,1.260663,0.07194,
11:01:22.775,5.775,-0.184076,1.261911,0.071952,
11:01:22.817,5.816667,-0.192356,1.267687,0.071958,
11:01:22.825,5.825,-0.193979,1.268545,0.071918,
11:01:22.833,5.833333,-0.195592,1.269398,0.07188,
11:01:22.850,5.85,-0.198787,1.271089,0.071803,
11:01:22.858,5.858333,-0.200371,1.271928,0.071767,
11:01:22.867,5.866667,-0.201941,1.272751,0.071763,
11:01:22.925,5.925,-0.212657,1.278384,0.071722,
11:01:22.933,5.933333,-0.214147,1.27919,0.071707,
11:01:22.942,5.941667,-0.215622,1.279991,0.071696,
11:01:22.958,5.958333,-0.218527,1.281549,0.071708,
11:01:22.967,5.966667,-0.219948,1.282312,0.071729,
11:01:22.975,5.975,-0.22135,1.283094,0.071753,
11:01:22.992,5.991667,-0.224116,1.284608,0.071807,
11:01:23.000,6,-0.225464,1.285381,0.071805,
11:01:23.008,6.008333,-0.226789,1.286151,0.071807,
11:01:23.050,6.05,-0.233211,1.289905,0.07184,
11:01:23.058,6.058333,-0.234436,1.290965,0.071874,
11:01:23.067,6.066667,-0.235633,1.292019,0.071903,
11:01:23.083,6.083333,-0.237903,1.293788,0.071952,
11:01:23.092,6.091667,-0.239001,1.294811,0.071974,
11:01:23.100,6.1,-0.240018,1.295538,0.071962,
11:01:23.117,6.116667,-0.241973,1.296977,0.071972,
11:01:23.125,6.125,-0.242879,1.297688,0.071992,
11:01:23.133,6.133333,-0.243745,1.298389,0.072013,
11:01:23.150,6.15,-0.245382,1.299778,0.072046,
11:01:23.158,6.158333,-0.246109,1.300468,0.072064,
11:01:23.167,6.166667,-0.246803,1.301372,0.072059,
11:01:23.175,6.175,-0.247271,1.302131,0.072056,
11:01:23.183,6.183333,-0.247844,1.302994,0.07204,
11:01:23.225,6.225,-0.250358,1.306949,0.071967,
11:01:23.233,6.233333,-0.250561,1.307492,0.071953,
