11:29:29.099,0.466667,-0.491945,1.254261,0.182758
11:29:29.107,0.475,-0.49239,1.254655,0.180695
11:29:29.115,0.483333,-0.492756,1.255122,0.178554
11:29:29.124,0.491667,-0.49307,1.255549,0.176405
11:29:29.132,0.5,-0.493392,1.255871,0.174213
11:29:29.140,0.508333,-0.493671,1.256192,0.171991
11:29:29.149,0.516667,-0.493935,1.256529,0.169776
11:29:29.157,0.525,-0.494196,1.256752,0.167524
11:29:29.165,0.533333,-0.494456,1.257011,0.165283
11:29:29.174,0.541667,-0.494715,1.257242,0.163045
11:29:29.182,0.55,-0.494972,1.257398,0.160796
11:29:29.190,0.558333,-0.495205,1.257546,0.158571
11:29:29.199,0.566667,-0.495391,1.25773,0.156355
11:29:29.207,0.575,-0.495572,1.257895,0.154122
11:29:29.215,0.583333,-0.495715,1.258011,0.151874
11:29:29.224,0.591667,-0.495789,1.258245,0.149618
11:29:29.232,0.6,-0.49581,1.258424,0.147338
11:29:29.240,0.608333,-0.495789,1.258523,0.14505
11:29:29.249,0.616667,-0.49573,1.258608,0.142768
11:29:29.257,0.625,-0.495624,1.258624,0.140455
11:29:29.265,0.633333,-0.495545,1.258645,0.138136
11:29:29.274,0.641667,-0.495487,1.258614,0.135811
11:29:29.282,0.65,-0.495472,1.258486,0.133435
11:29:29.290,0.658333,-0.495513,1.258429,0.131054
11:29:29.299,0.666667,-0.495599,1.258376,0.128643
11:29:29.307,0.675,-0.495757,1.258217,0.126209
11:29:29.315,0.683333,-0.49592,1.258131,0.123841
11:29:29.324,0.691667,-0.496114,1.258081,0.121522
11:29:29.332,0.7,-0.496277,1.258048,0.119274
11:29:29.340,0.708333,-0.496461,1.257948,0.117118
11:29:29.349,0.716667,-0.496598,1.257885,0.115063
11:29:29.357,0.725,-0.496721,1.257913,0.113075
11:29:29.365,0.733333,-0.496834,1.257946,0.111164
11:29:29.374,0.741667,-0.496957,1.25797,0.10927
11:29:29.382,0.75,-0.497068,1.258061,0.107413
11:29:29.390,0.758333,-0.497204,1.258141,0.105598
11:29:29.399,0.766667,-0.497333,1.258241,0.103776
11:29:29.407,0.775,-0.497423,1.258425,0.101944
11:29:29.415,0.783333,-0.497506,1.258551,0.100154
11:29:29.424,0.791667,-0.497589,1.258691,0.098403
11:29:29.432,0.8,-0.497635,1.258843,0.096679
11:29:29.440,0.808333,-0.497636,1.259004,0.094959
11:29:29.449,0.816667,-0.497591,1.259244,0.09326
11:29:29.457,0.825,-0.497521,1.259391,0.091589
11:29:29.465,0.833333,-0.49741,1.259553,0.089934
11:29:29.474,0.841667,-0.497249,1.25972,0.08823
11:29:29.482,0.85,-0.497086,1.259816,0.086518
11:29:29.490,0.858333,-0.496888,1.259888,0.084791
11:29:29.499,0.866667,-0.496661,1.259938,0.082977
11:29:29.507,0.875,-0.496419,1.259904,0.081142
11:29:29.515,0.883333,-0.496144,1.259945,0.079302
11:29:29.524,0.891667,-0.495857,1.259816,0.077406
11:29:29.532,0.9,-0.495504,1.259737,0.075492
11:29:29.540,0.908333,-0.495094,1.259619,0.07362
11:29:29.549,0.916667,-0.494645,1.259394,0.071778
11:29:29.557,0.925,-0.494106,1.259169,0.069984
11:29:29.565,0.933333,-0.493526,1.258824,0.068238
11:29:29.574,0.941667,-0.492913,1.258465,0.066505
11:29:29.582,0.95,-0.492237,1.258088,0.064815
11:29:29.590,0.958333,-0.49151,1.257712,0.063176
11:29:29.599,0.966667,-0.490772,1.257301,0.061555
11:29:29.607,0.975,-0.490044,1.256781,0.059981
11:29:29.615,0.983333,-0.489298,1.256206,0.058453
11:29:29.624,0.991667,-0.488554,1.25564,0.056966
11:29:29.632,1,-0.487879,1.255059,0.055574
11:29:29.640,1.008333,-0.487219,1.254569,0.054287
11:29:29.649,1.016667,-0.486677,1.253914,0.053089
11:29:29.657,1.025,-0.486204,1.253419,0.052016
11:29:29.665,1.033333,-0.485814,1.253029,0.051093
11:29:29.674,1.041667,-0.4855,1.252692,0.050343
11:29:29.682,1.05,-0.485276,1.252278,0.049806
11:29:29.690,1.058333,-0.485134,1.251902,0.049424
11:29:29.699,1.066667,-0.485047,1.251602,0.049182
11:29:29.707,1.075,-0.485044,1.251327,0.049068
