0.450,,-0.515079,1.348333,0.261041,,,,,
0.458,,-0.514355,1.348701,0.264033,,,,,
0.467,,-0.513611,1.34914,0.26702,,,,,
0.475,,-0.512867,1.349444,0.27005,,,,,
0.483,,-0.512114,1.349732,0.273082,,,,,
0.492,,-0.511354,1.350083,0.276073,,,,,
0.500,,-0.510617,1.350319,0.279065,,,,,
0.508,,-0.509892,1.350494,0.282059,,,,,
0.517,,-0.509225,1.350631,0.285041,,,,,
0.525,,-0.508603,1.350701,0.287991,,,,,
0.533,,-0.508021,1.350767,0.290908,,,,,
0.542,,-0.507506,1.350787,0.293807,,,,,
0.550,,-0.507063,1.350724,0.296699,,,,,
0.558,,-0.506721,1.350601,0.299554,,,,,
0.567,,-0.506442,1.350511,0.302421,,,,,
0.575,,-0.50624,1.350322,0.305281,,,,,
0.583,,-0.506151,1.350073,0.308137,,,,,
0.592,,-0.50618,1.349799,0.310929,,,,,
0.600,,-0.506317,1.349476,0.313752,,,,,
0.608,,-0.506593,1.349115,0.316508,,,,,
0.617,,-0.507017,1.348731,0.319239,,,,,
0.625,,-0.50758,1.348519,0.321905,,,,,
0.633,,-0.508294,1.348266,0.324593,,,,,
0.642,,-0.509158,1.347724,0.327297,,,,,
0.650,,-0.510085,1.347227,0.330031,,,,,
0.658,,-0.511111,1.346778,0.332786,,,,,
0.667,,-0.512147,1.346276,0.335524,,,,,
0.675,,-0.513184,1.345808,0.338297,,,,,
0.683,,-0.514178,1.345305,0.341066,,,,,
0.692,,-0.515124,1.344794,0.343797,,,,,
0.700,,-0.515991,1.344276,0.346469,,,,,
0.708,,-0.516786,1.343758,0.349071,,,,,
0.717,,-0.517508,1.343325,0.351613,,,,,
0.725,,-0.518138,1.342808,0.354026,,,,,
0.733,,-0.518678,1.342345,0.356271,,,,,
0.742,,-0.519142,1.341818,0.358358,,,,,
0.750,,-0.519518,1.341353,0.360289,,,,,
0.758,,-0.519782,1.340924,0.362092,,,,,
0.767,,-0.519935,1.34053,0.363746,,,,,
0.775,,-0.519959,1.340182,0.365258,,,,,
0.783,,-0.519846,1.339812,0.366696,,,,,
0.792,,-0.519614,1.339462,0.368014,,,,,
0.800,,-0.519288,1.339201,0.36924,,,,,
0.808,,-0.518883,1.33893,0.370398,,,,,
0.817,,-0.518416,1.338746,0.371449,,,,,
0.825,,-0.517902,1.338657,0.37239,,,,,
0.833,,-0.517367,1.338393,0.373263,,,,,
0.842,,-0.516801,1.338154,0.37403,,,,,
0.850,,-0.516251,1.337921,0.3747,,,,,
0.858,,-0.515721,1.337703,0.375279,,,,,
0.867,,-0.515227,1.337502,0.375786,,,,,
0.875,,-0.514734,1.337367,0.376265,,,,,
0.883,,-0.514254,1.337253,0.37674,,,,,
0.892,,-0.513754,1.337184,0.377191,,,,,
0.900,,-0.513247,1.337168,0.377622,,,,,
0.908,,-0.512686,1.33716,0.378088,,,,,
0.917,,-0.512115,1.337186,0.378553,,,,,
0.925,,-0.511543,1.337206,0.378991,,,,,
0.933,,-0.511014,1.337298,0.379405,,,,,
0.942,,-0.510533,1.337437,0.379735,,,,,
0.950,,-0.510138,1.337606,0.380014,,,,,
0.958,,-0.509857,1.337728,0.380173,,,,,
0.967,,-0.509656,1.337888,0.38019,,,,,
0.975,,-0.509569,1.338091,0.380095,,,,,
0.983,,-0.509583,1.338377,0.379876,,,,,
0.992,,-0.509666,1.338694,0.379514,,,,,
1.000,,-0.509828,1.339063,0.379036,,,,,
1.008,,-0.510006,1.339457,0.378452,,,,,
1.017,,-0.510195,1.339859,0.377764,,,,,
1.025,,-0.510408,1.340291,0.377008,,,,,
1.033,,-0.510648,1.340776,0.376156,,,,,
1.042,,-0.510879,1.34126,0.375221,,,,,
1.050,,-0.511103,1.34182,0.374186,,,,,
1.058,,-0.511341,1.342312,0.373039,,,,,
1.067,,-0.511564,1.342729,0.371843,,,,,
1.075,,-0.511764,1.343143,0.37057,,,,,
1.083,,-0.511968,1.343574,0.369195,,,,,
1.092,,-0.51212,1.343982,0.36773,,,,,
1.100,,-0.51225,1.344397,0.366163,,,,,
1.108,,-0.512355,1.344783,0.364506,,,,,
1.117,,-0.512431,1.345258,0.362757,,,,,
1.125,,-0.512461,1.345647,0.360964,,,,,
1.133,,-0.512423,1.34604,0.359098,,,,,
1.142,,-0.512327,1.346474,0.357141,,,,,
1.150,,-0.51215,1.346795,0.355154,,,,,
1.158,,-0.511864,1.347105,0.353079,,,,,
1.167,,-0.511515,1.347367,0.350977,,,,,
1.175,,-0.511075,1.347691,0.348767,,,,,
1.183,,-0.510596,1.347824,0.346512,,,,,
1.192,,-0.510093,1.34795,0.344164,,,,,
1.200,,-0.509617,1.348016,0.341721,,,,,
1.208,,-0.509118,1.347999,0.339197,,,,,
1.217,,-0.508671,1.347961,0.336609,,,,,
1.225,,-0.508244,1.347861,0.333941,,,,,
1.233,,-0.507831,1.347878,0.331238,,,,,
1.242,,-0.507427,1.347687,0.328505,,,,,
1.250,,-0.507032,1.347443,0.325764,,,,,
1.258,,-0.506612,1.347199,0.323016,,,,,
1.267,,-0.506249,1.347005,0.320258,,,,,
1.275,,-0.505861,1.346864,0.317489,,,,,
1.283,,-0.505497,1.346653,0.314756,,,,,
1.292,,-0.505142,1.346246,0.312031,,,,,
1.300,,-0.504811,1.345895,0.309328,,,,,
1.308,,-0.504454,1.345562,0.306644,,,,,
1.317,,-0.504066,1.345225,0.303999,,,,,
1.325,,-0.503589,1.345069,0.301325,,,,,
1.333,,-0.50306,1.344933,0.298716,,,,,
1.342,,-0.502424,1.344755,0.296142,,,,,
1.350,,-0.501727,1.344466,0.293597,,,,,
1.358,,-0.500951,1.344204,0.291047,,,,,
1.367,,-0.500155,1.343985,0.288519,,,,,
1.375,,-0.499338,1.343776,0.285997,,,,,
1.383,,-0.498541,1.343621,0.28351,,,,,
1.392,,-0.497776,1.343608,0.281033,,,,,
1.400,,-0.497014,1.34356,0.278555,,,,,
1.408,,-0.496232,1.343461,0.2761,,,,,
1.417,,-0.4955,1.343404,0.27367,,,,,
1.425,,-0.494727,1.343339,0.271279,,,,,
1.433,,-0.493987,1.343327,0.268904,,,,,
1.442,,-0.493247,1.343392,0.266488,,,,,
1.450,,-0.492518,1.343362,0.264107,,,,,
1.458,,-0.491792,1.343275,0.261719,,,,,
1.467,,-0.491086,1.343289,0.259366,,,,,
1.475,,-0.490406,1.343214,0.257063,,,,,
1.483,,-0.489755,1.343164,0.254758,,,,,
1.492,,-0.489106,1.343186,0.252505,,,,,
1.500,,-0.488485,1.343226,0.250294,,,,,
1.508,,-0.487853,1.34327,0.248177,,,,,
1.517,,-0.487176,1.343291,0.246083,,,,,
1.525,,-0.486499,1.34334,0.244028,,,,,
1.533,,-0.485802,1.343462,0.241975,,,,,
1.542,,-0.485153,1.343675,0.239984,,,,,
1.550,,-0.484504,1.343831,0.237985,,,,,
1.558,,-0.483902,1.343985,0.236005,,,,,
1.567,,-0.483344,1.344202,0.23406,,,,,
1.575,,-0.482784,1.344498,0.232143,,,,,
1.583,,-0.482286,1.344789,0.230192,,,,,
1.592,,-0.481779,1.34499,0.228242,,,,,
1.600,,-0.481258,1.345162,0.226293,,,,,
1.608,,-0.480761,1.345322,0.224321,,,,,
1.617,,-0.480241,1.345459,0.222333,,,,,
1.625,,-0.47978,1.345577,0.220298,,,,,
1.633,,-0.479361,1.345622,0.218206,,,,,
1.642,,-0.479032,1.345698,0.216004,,,,,
1.650,,-0.478821,1.345645,0.213785,,,,,
1.658,,-0.478698,1.345481,0.211496,,,,,
1.667,,-0.478648,1.345264,0.209182,,,,,
1.675,,-0.478702,1.344978,0.206857,,,,,
1.683,,-0.478829,1.344633,0.204555,,,,,
1.692,,-0.478992,1.344217,0.202285,,,,,
1.700,,-0.479165,1.343678,0.20006,,,,,
1.708,,-0.47936,1.343017,0.197849,,,,,
1.717,,-0.479541,1.342249,0.195697,,,,,
1.725,,-0.479761,1.341391,0.193562,,,,,
1.733,,-0.479983,1.340465,0.191449,,,,,
1.742,,-0.480199,1.339665,0.189307,,,,,
1.750,,-0.480384,1.338787,0.187166,,,,,
1.758,,-0.480536,1.337856,0.185088,,,,,
1.767,,-0.48064,1.336671,0.183089,,,,,
1.775,,-0.480648,1.335573,0.181153,,,,,
1.783,,-0.480574,1.3344,0.179274,,,,,
1.792,,-0.480405,1.333348,0.177467,,,,,
1.800,,-0.48017,1.332294,0.175726,,,,,
1.808,,-0.479903,1.331312,0.174053,,,,,
1.817,,-0.479621,1.330289,0.172482,,,,,
1.825,,-0.479326,1.329381,0.171012,,,,,
1.833,,-0.479028,1.328578,0.169655,,,,,
1.842,,-0.478736,1.327842,0.168466,,,,,
1.850,,-0.478436,1.327206,0.167458,,,,,
1.858,,-0.478117,1.326758,0.166614,,,,,
1.867,,-0.477813,1.326256,0.166003,,,,,
1.875,,-0.47749,1.325832,0.16562,,,,,
1.883,,-0.477139,1.325513,0.165391,,,,,
1.892,,-0.476821,1.325242,0.165334,,,,,
1.900,,-0.476555,1.324934,0.165451,,,,,
1.908,,-0.476321,1.324664,0.165667,,,,,
1.917,,-0.476139,1.324359,0.165967,,,,,
1.925,,-0.475988,1.324036,0.16631,,,,,
1.933,,-0.475822,1.323894,0.166681,,,,,
1.942,,-0.475673,1.323743,0.167054,,,,,
1.950,,-0.475514,1.323568,0.167395,,,,,
1.958,,-0.475349,1.323416,0.167733,,,,,
1.967,,-0.475167,1.323293,0.16804,,,,,
1.975,,-0.474945,1.323207,0.16828,,,,,
1.983,,-0.474719,1.323125,0.168478,,,,,
1.992,,-0.474501,1.323034,0.168624,,,,,
2.000,,-0.474301,1.322938,0.168724,,,,,
2.008,,-0.474142,1.322806,0.168797,,,,,
2.017,,-0.474019,1.32271,0.168843,,,,,
2.025,,-0.473939,1.322581,0.168869,,,,,
2.033,,-0.473899,1.322532,0.168919,,,,,
2.042,,-0.473897,1.322546,0.168996,,,,,
2.050,,-0.473954,1.322504,0.169109,,,,,
2.058,,-0.474056,1.322492,0.169281,,,,,
2.067,,-0.474222,1.322561,0.169482,,,,,
2.075,,-0.474449,1.322633,0.169731,,,,,
2.083,,-0.474737,1.322681,0.170035,,,,,
2.092,,-0.475092,1.322794,0.170378,,,,,
2.100,,-0.475483,1.322894,0.170737,,,,,
2.108,,-0.475924,1.322981,0.171114,,,,,
2.117,,-0.476402,1.323074,0.1715,,,,,
2.125,,-0.476916,1.323077,0.171914,,,,,
2.133,,-0.47746,1.32308,0.172331,,,,,
2.142,,-0.478021,1.323094,0.172747,,,,,
2.150,,-0.478582,1.323179,0.173165,,,,,
2.158,,-0.479129,1.323191,0.173585,,,,,
2.167,,-0.47964,1.323259,0.174021,,,,,
2.175,,-0.480117,1.323291,0.17448,,,,,
2.183,,-0.480567,1.323272,0.174956,,,,,
2.192,,-0.480952,1.323367,0.17538,,,,,
2.200,,-0.481309,1.323446,0.175838,,,,,
2.208,,-0.481651,1.323359,0.176365,,,,,
2.217,,-0.481975,1.323242,0.17693,,,,,
2.225,,-0.482281,1.323109,0.177499,,,,,
2.233,,-0.482555,1.322957,0.178055,,,,,
2.242,,-0.482835,1.322838,0.178615,,,,,
2.250,,-0.483137,1.322766,0.179168,,,,,
2.258,,-0.483439,1.322703,0.179745,,,,,
2.267,,-0.483741,1.322672,0.180359,,,,,
2.275,,-0.484031,1.322765,0.181053,,,,,
2.283,,-0.484305,1.3229,0.181823,,,,,
2.292,,-0.484576,1.322938,0.182718,,,,,
2.300,,-0.484811,1.323076,0.183698,,,,,
2.308,,-0.485031,1.323272,0.184782,,,,,
2.317,,-0.485229,1.323444,0.185984,,,,,
2.325,,-0.485436,1.323656,0.187296,,,,,
2.333,,-0.485622,1.323895,0.18869,,,,,
2.342,,-0.485801,1.324176,0.190168,,,,,
2.350,,-0.485996,1.32452,0.191705,,,,,
2.358,,-0.486196,1.324877,0.193305,,,,,
2.367,,-0.486411,1.325239,0.194948,,,,,
2.375,,-0.486652,1.325621,0.196631,,,,,
2.383,,-0.486925,1.326152,0.198377,,,,,
2.392,,-0.487219,1.326676,0.200127,,,,,
2.400,,-0.487518,1.327098,0.201908,,,,,
2.408,,-0.487862,1.327565,0.203727,,,,,
2.417,,-0.488218,1.328044,0.205601,,,,,
2.425,,-0.488567,1.328543,0.207488,,,,,
2.433,,-0.48894,1.329127,0.209446,,,,,
2.442,,-0.489317,1.329648,0.211449,,,,,
2.450,,-0.489687,1.330171,0.2135,,,,,
2.458,,-0.490056,1.33073,0.215612,,,,,
2.467,,-0.490434,1.331212,0.217773,,,,,
2.475,,-0.490795,1.331672,0.219984,,,,,
2.483,,-0.491178,1.332101,0.222214,,,,,
2.492,,-0.491552,1.332559,0.224498,,,,,
2.500,,-0.491927,1.333017,0.226767,,,,,
2.508,,-0.492346,1.333455,0.229066,,,,,
2.517,,-0.492776,1.333876,0.231358,,,,,
2.525,,-0.493217,1.334285,0.233674,,,,,
2.533,,-0.493674,1.334673,0.236011,,,,,
2.542,,-0.494129,1.33506,0.238321,,,,,
2.550,,-0.49457,1.335396,0.240667,,,,,
2.558,,-0.494982,1.335705,0.242989,,,,,
2.567,,-0.495359,1.336012,0.24534,,,,,
2.575,,-0.49571,1.336264,0.247669,,,,,
2.583,,-0.496038,1.336573,0.24998,,,,,
2.592,,-0.496359,1.336739,0.252269,,,,,
2.600,,-0.49666,1.336945,0.25452,,,,,
2.608,,-0.49695,1.337091,0.256708,,,,,
2.617,,-0.497256,1.337246,0.258845,,,,,
2.625,,-0.497544,1.337392,0.260914,,,,,
2.633,,-0.49782,1.337525,0.262904,,,,,
2.642,,-0.498093,1.337627,0.264845,,,,,
2.650,,-0.498351,1.33777,0.266704,,,,,
2.658,,-0.498565,1.337938,0.268504,,,,,
2.667,,-0.498755,1.338086,0.270254,,,,,
2.675,,-0.498897,1.338392,0.271936,,,,,
2.683,,-0.498988,1.338775,0.273582,,,,,
2.692,,-0.499092,1.338874,0.275281,,,,,
2.700,,-0.499178,1.338975,0.276981,,,,,
2.708,,-0.499238,1.339137,0.27867,,,,,
2.717,,-0.499266,1.339302,0.28036,,,,,
2.725,,-0.499323,1.339456,0.282049,,,,,
2.733,,-0.499366,1.339658,0.283758,,,,,
2.742,,-0.499405,1.339827,0.285453,,,,,
2.750,,-0.49949,1.339992,0.2872,,,,,
2.758,,-0.499616,1.340232,0.288946,,,,,
2.767,,-0.49976,1.340506,0.290682,,,,,
2.775,,-0.499952,1.3408,0.292447,,,,,
2.783,,-0.500203,1.341064,0.29425,,,,,
2.792,,-0.500479,1.341391,0.296095,,,,,
2.800,,-0.500749,1.341848,0.297985,,,,,
2.808,,-0.501038,1.342417,0.299866,,,,,
2.817,,-0.501331,1.34296,0.301786,,,,,
2.825,,-0.50163,1.343432,0.30379,,,,,
2.833,,-0.501926,1.343916,0.305808,,,,,
2.842,,-0.502241,1.344276,0.307877,,,,,
2.850,,-0.502546,1.344611,0.309937,,,,,
2.858,,-0.502898,1.344962,0.312006,,,,,
2.867,,-0.503285,1.34531,0.314052,,,,,
2.875,,-0.503678,1.345671,0.316102,,,,,
2.883,,-0.50414,1.346048,0.318116,,,,,
2.892,,-0.50462,1.346371,0.320103,,,,,
2.900,,-0.505126,1.346709,0.3221,,,,,
2.908,,-0.505666,1.347036,0.324043,,,,,
2.917,,-0.5062,1.347332,0.325978,,,,,
2.925,,-0.506731,1.347627,0.327929,,,,,
2.933,,-0.507251,1.347895,0.329809,,,,,
2.942,,-0.507717,1.348217,0.331702,,,,,
2.950,,-0.508184,1.3484,0.333576,,,,,
2.958,,-0.508587,1.34852,0.335414,,,,,
2.967,,-0.508952,1.348634,0.337238,,,,,
2.975,,-0.509273,1.348723,0.33902,,,,,
2.983,,-0.509518,1.348829,0.340732,,,,,
2.992,,-0.509743,1.348829,0.342422,,,,,
3.000,,-0.509924,1.348752,0.344049,,,,,
3.008,,-0.510063,1.348671,0.345605,,,,,
3.017,,-0.510165,1.348573,0.347107,,,,,
3.025,,-0.510265,1.348422,0.348553,,,,,
3.033,,-0.510339,1.348206,0.349961,,,,,
3.042,,-0.510429,1.347954,0.351352,,,,,
3.050,,-0.51051,1.347634,0.352703,,,,,
3.058,,-0.510593,1.347273,0.354013,,,,,
3.067,,-0.510684,1.346894,0.355356,,,,,
3.075,,-0.510804,1.34648,0.356689,,,,,
3.083,,-0.510925,1.346032,0.357992,,,,,
3.092,,-0.511043,1.345575,0.359323,,,,,
3.100,,-0.511173,1.345039,0.360676,,,,,
3.108,,-0.511319,1.344475,0.362045,,,,,
3.117,,-0.511484,1.343896,0.363427,,,,,
3.125,,-0.511631,1.343296,0.364798,,,,,
3.133,,-0.511791,1.342671,0.366153,,,,,
3.142,,-0.51199,1.342049,0.367507,,,,,
3.150,,-0.512203,1.341417,0.368837,,,,,
3.158,,-0.512399,1.340776,0.370117,,,,,
3.167,,-0.512598,1.340167,0.371364,,,,,
3.175,,-0.512783,1.33954,0.372551,,,,,
3.183,,-0.512973,1.338903,0.373713,,,,,
3.192,,-0.513163,1.338257,0.374846,,,,,
3.200,,-0.513318,1.337649,0.375978,,,,,
3.208,,-0.513466,1.337079,0.3771,,,,,
3.217,,-0.513601,1.336528,0.378206,,,,,
3.225,,-0.5137,1.335953,0.379326,,,,,
3.233,,-0.513748,1.33544,0.380485,,,,,
3.242,,-0.51374,1.334941,0.38163,,,,,
3.250,,-0.513655,1.334523,0.382756,,,,,
3.258,,-0.51351,1.333936,0.383863,,,,,
3.267,,-0.513315,1.333308,0.38492,,,,,
3.275,,-0.513081,1.332635,0.3859,,,,,
3.283,,-0.512817,1.332027,0.386762,,,,,
3.292,,-0.512584,1.331278,0.387518,,,,,
3.300,,-0.512338,1.330503,0.388129,,,,,
3.308,,-0.512113,1.329672,0.388568,,,,,
3.317,,-0.511876,1.328801,0.388862,,,,,
3.325,,-0.511632,1.327914,0.389029,,,,,
3.333,,-0.5114,1.326979,0.389067,,,,,
3.342,,-0.511173,1.32607,0.389016,,,,,
3.350,,-0.51092,1.325164,0.388861,,,,,
3.358,,-0.510651,1.324267,0.388634,,,,,
3.367,,-0.510371,1.323395,0.388326,,,,,
3.375,,-0.510053,1.322536,0.387955,,,,,
3.383,,-0.509707,1.321729,0.387526,,,,,
3.392,,-0.509332,1.321004,0.387056,,,,,
3.400,,-0.508926,1.320294,0.386542,,,,,
3.408,,-0.508497,1.319673,0.386024,,,,,
3.417,,-0.508038,1.31909,0.385478,,,,,
3.425,,-0.507562,1.318592,0.384869,,,,,
3.433,,-0.50706,1.318306,0.384192,,,,,
3.442,,-0.506536,1.317953,0.383551,,,,,
3.450,,-0.506025,1.3177,0.382877,,,,,
3.458,,-0.505515,1.317492,0.382211,,,,,
3.467,,-0.505004,1.31737,0.381546,,,,,
3.475,,-0.504504,1.317326,0.380868,,,,,
3.483,,-0.50404,1.317356,0.38021,,,,,
3.492,,-0.503616,1.317485,0.379556,,,,,
3.500,,-0.503205,1.317785,0.378822,,,,,
3.508,,-0.50287,1.317978,0.378124,,,,,
3.517,,-0.50257,1.318225,0.377435,,,,,
3.525,,-0.502325,1.31852,0.37674,,,,,
3.533,,-0.502113,1.31885,0.376028,,,,,
3.542,,-0.501916,1.319233,0.375298,,,,,
3.550,,-0.501735,1.319717,0.374551,,,,,
3.558,,-0.501541,1.320256,0.373765,,,,,
3.567,,-0.501337,1.320824,0.372926,,,,,
3.575,,-0.501136,1.321409,0.372053,,,,,
3.583,,-0.500907,1.322017,0.371165,,,,,
3.592,,-0.500666,1.322658,0.370202,,,,,
3.600,,-0.500432,1.323327,0.36918,,,,,
3.608,,-0.500177,1.323982,0.368067,,,,,
3.617,,-0.499914,1.324635,0.366894,,,,,
3.625,,-0.499654,1.325301,0.365661,,,,,
3.633,,-0.499411,1.32601,0.364374,,,,,
3.642,,-0.499152,1.326836,0.362993,,,,,
3.650,,-0.49888,1.327649,0.361593,,,,,
3.658,,-0.4986,1.328398,0.3602,,,,,
3.667,,-0.498321,1.329041,0.358778,,,,,
3.675,,-0.498037,1.329594,0.357305,,,,,
3.683,,-0.497762,1.33008,0.355797,,,,,
3.692,,-0.497502,1.330515,0.354185,,,,,
3.700,,-0.497306,1.330962,0.352463,,,,,
3.708,,-0.497122,1.331329,0.350688,,,,,
3.717,,-0.496989,1.331639,0.348801,,,,,
3.725,,-0.496872,1.331907,0.346821,,,,,
3.733,,-0.496765,1.332181,0.344805,,,,,
3.742,,-0.496689,1.332477,0.342763,,,,,
3.750,,-0.496573,1.332698,0.34068,,,,,
3.758,,-0.496431,1.332901,0.338624,,,,,
3.767,,-0.496271,1.333118,0.336574,,,,,
3.775,,-0.49604,1.333297,0.334508,,,,,
3.783,,-0.495767,1.333436,0.332467,,,,,
3.792,,-0.495433,1.333613,0.330423,,,,,
3.800,,-0.495037,1.333786,0.32833,,,,,
3.808,,-0.494605,1.333979,0.326242,,,,,
3.817,,-0.494095,1.334115,0.324112,,,,,
3.825,,-0.493575,1.334232,0.322011,,,,,
3.833,,-0.493033,1.334307,0.31986,,,,,
3.842,,-0.492485,1.334424,0.317677,,,,,
3.850,,-0.491921,1.334477,0.315446,,,,,
3.858,,-0.491336,1.334485,0.313193,,,,,
3.867,,-0.490741,1.334373,0.310931,,,,,
3.875,,-0.490138,1.334206,0.308616,,,,,
3.883,,-0.489556,1.334095,0.306297,,,,,
3.892,,-0.488989,1.334062,0.303936,,,,,
3.900,,-0.488422,1.333869,0.301596,,,,,
3.908,,-0.487826,1.333644,0.299257,,,,,
3.917,,-0.487214,1.333398,0.296977,,,,,
3.925,,-0.486583,1.33319,0.294707,,,,,
3.933,,-0.485927,1.332912,0.292529,,,,,
3.942,,-0.485237,1.332657,0.290304,,,,,
3.950,,-0.484546,1.332418,0.288072,,,,,
3.958,,-0.483831,1.332128,0.285813,,,,,
3.967,,-0.483165,1.331812,0.283511,,,,,
3.975,,-0.482587,1.33147,0.281192,,,,,
3.983,,-0.482089,1.331113,0.2788,,,,,
3.992,,-0.481726,1.330723,0.276366,,,,,
4.000,,-0.481462,1.330275,0.273904,,,,,
4.008,,-0.481345,1.329857,0.271428,,,,,
4.017,,-0.48133,1.329369,0.268987,,,,,
4.025,,-0.481399,1.328897,0.266577,,,,,
4.033,,-0.481578,1.328368,0.264229,,,,,
4.042,,-0.481782,1.327794,0.261973,,,,,
4.050,,-0.481997,1.327208,0.259806,,,,,
4.058,,-0.482214,1.326617,0.257749,,,,,
4.067,,-0.482424,1.326003,0.255782,,,,,
4.075,,-0.482561,1.325405,0.253902,,,,,
4.083,,-0.482649,1.324769,0.252071,,,,,
4.092,,-0.482645,1.324123,0.250282,,,,,
4.100,,-0.482577,1.323544,0.248484,,,,,
4.108,,-0.482459,1.322883,0.246607,,,,,
4.117,,-0.482266,1.322259,0.244732,,,,,
4.125,,-0.482013,1.321666,0.242763,,,,,
4.133,,-0.481705,1.32103,0.240744,,,,,
4.142,,-0.481328,1.320366,0.238658,,,,,
4.150,,-0.480854,1.319734,0.236533,,,,,
4.158,,-0.480316,1.319139,0.234358,,,,,
4.167,,-0.479662,1.318593,0.232175,,,,,
4.175,,-0.478928,1.318018,0.229949,,,,,
4.183,,-0.4781,1.31748,0.22773,,,,,
4.192,,-0.477208,1.31689,0.225533,,,,,
4.200,,-0.47628,1.316358,0.223351,,,,,
4.208,,-0.475333,1.315804,0.221214,,,,,
4.217,,-0.474427,1.315292,0.219099,,,,,
4.225,,-0.473536,1.314768,0.217027,,,,,
4.233,,-0.472719,1.314304,0.215007,,,,,
4.242,,-0.471945,1.31394,0.213046,,,,,
4.250,,-0.471212,1.313498,0.211147,,,,,
4.258,,-0.470542,1.313101,0.209309,,,,,
4.267,,-0.469922,1.312728,0.207509,,,,,
4.275,,-0.469356,1.312285,0.205769,,,,,
4.283,,-0.468869,1.31185,0.204039,,,,,
4.292,,-0.46846,1.311484,0.202318,,,,,
4.300,,-0.468131,1.311215,0.200577,,,,,
4.308,,-0.467889,1.310936,0.198817,,,,,
4.317,,-0.467722,1.310456,0.197111,,,,,
4.325,,-0.467598,1.309992,0.195434,,,,,
4.333,,-0.467517,1.309533,0.193812,,,,,
4.342,,-0.467422,1.309007,0.192212,,,,,
4.350,,-0.467291,1.308656,0.190685,,,,,
4.358,,-0.467161,1.308264,0.189232,,,,,
4.367,,-0.467036,1.307841,0.187844,,,,,
4.375,,-0.466904,1.307354,0.186517,,,,,
4.383,,-0.466767,1.30696,0.18524,,,,,
4.392,,-0.466694,1.306449,0.184004,,,,,
4.400,,-0.466647,1.305955,0.182843,,,,,
4.408,,-0.466649,1.305457,0.181719,,,,,
4.417,,-0.46667,1.304956,0.180609,,,,,
4.425,,-0.466725,1.304537,0.17956,,,,,
4.433,,-0.466818,1.304233,0.17853,,,,,
4.442,,-0.466964,1.303905,0.177572,,,,,
4.450,,-0.467156,1.303597,0.17668,,,,,
4.458,,-0.467389,1.303245,0.175874,,,,,
4.467,,-0.467662,1.30297,0.175182,,,,,
4.475,,-0.467942,1.302781,0.174589,,,,,
4.483,,-0.468247,1.302624,0.17408,,,,,
