-0.455865,1.339223,0.349327
-0.456381,1.337094,0.350282
-0.457006,1.335582,0.350888
-0.457356,1.334997,0.351091
-0.457687,1.334525,0.351242
-0.458006,1.334161,0.351354
-0.458299,1.333883,0.351426
-0.458562,1.333675,0.351466
-0.458803,1.333512,0.351477
-0.459013,1.333398,0.351463
-0.459022,1.332507,0.350983
-0.459089,1.331836,0.350419
-0.459148,1.331275,0.349934
-0.459218,1.330829,0.349527
-0.459410,1.332333,0.349208
-0.459559,1.333486,0.348930
-0.459749,1.334441,0.348689
-0.460354,1.338234,0.347595
-0.460345,1.338076,0.347706
-0.460350,1.337906,0.347778
-0.460357,1.337733,0.347815
-0.460356,1.337558,0.347813
-0.460350,1.337386,0.347787
-0.460345,1.337215,0.347748
-0.460336,1.337041,0.347694
-0.460365,1.336850,0.347760
-0.460318,1.336639,0.347803
-0.460280,1.336442,0.347823
-0.460245,1.336259,0.347820
-0.460215,1.336085,0.347793
-0.460188,1.335909,0.347754
-0.460165,1.335740,0.347708
-0.460152,1.335574,0.347657
-0.460142,1.335399,0.347601
-0.460143,1.335252,0.347526
-0.460146,1.335060,0.347449
-0.460197,1.334832,0.347383
-0.460241,1.334607,0.347323
-0.460276,1.334380,0.347267
-0.460262,1.334155,0.347082
-0.460250,1.333944,0.346930
-0.460239,1.333743,0.346798
-0.460227,1.333542,0.346684
-0.460210,1.333357,0.346591
-0.460189,1.333154,0.346506
-0.460157,1.332934,0.346424
-0.460123,1.332695,0.346355
-0.460085,1.332419,0.346279
-0.460000,1.332135,0.346075
-0.459962,1.331708,0.346181
-0.459924,1.331242,0.346265
-0.459893,1.330776,0.346326
-0.459887,1.330261,0.346249
-0.459901,1.329707,0.346190
-0.459923,1.329112,0.346165
-0.459956,1.328483,0.346128
-0.460021,1.327787,0.346234
-0.460054,1.325406,0.346874
-0.460077,1.324683,0.346739
-0.460148,1.323145,0.346481
-0.460166,1.321071,0.347009
-0.460435,1.318963,0.347698
-0.460525,1.317930,0.347356
-0.460785,1.315524,0.346676
-0.461274,1.312495,0.347436
-0.461645,1.310507,0.346989
-0.462690,1.306085,0.346541
-0.463606,1.302876,0.346665
-0.464836,1.299243,0.346872
-0.466394,1.295274,0.347188
-0.468246,1.290888,0.347631
-0.470537,1.286224,0.348140
-0.473281,1.281231,0.349007
-0.476540,1.275951,0.350148
-0.480337,1.270460,0.351615
-0.484775,1.264886,0.353496
-0.489922,1.259381,0.355932
-0.495885,1.254123,0.358856
-0.502718,1.249259,0.362467
-0.510517,1.244973,0.366730
-0.519217,1.241442,0.371798
-0.528828,1.238728,0.377694
-0.539565,1.237059,0.384463
-0.551076,1.236325,0.392157
-0.563322,1.236641,0.400700
-0.576160,1.238102,0.410216
-0.589010,1.240634,0.420216
-0.612982,1.248537,0.439878
-0.626594,1.255795,0.451773
-0.639980,1.264966,0.463904
-0.652796,1.275576,0.475825
-0.664784,1.287959,0.487325
-0.677109,1.301368,0.499308
-0.687622,1.316817,0.509625
-0.697420,1.333598,0.519351
-0.706476,1.351579,0.528430
-0.714773,1.370630,0.536851
-0.723033,1.389657,0.545370
-0.730337,1.409700,0.552914
-0.737053,1.430455,0.559847
-0.742785,1.451688,0.566399
-0.747780,1.473479,0.572469
-0.752127,1.495521,0.578329
-0.755895,1.517760,0.583963
-0.759274,1.540103,0.589387
-0.761790,1.562859,0.594563
-0.764265,1.586004,0.599374
-0.766042,1.608286,0.604839
-0.767691,1.630068,0.610510
-0.768690,1.651756,0.616253
-0.769536,1.672724,0.622227
-0.769640,1.693608,0.627846
-0.769492,1.714236,0.633436
-0.768554,1.734594,0.638868
-0.767075,1.754782,0.644119
-0.765227,1.774415,0.649549
-0.762593,1.793820,0.654672
-0.759284,1.812835,0.659635
-0.755211,1.831563,0.664355
-0.750598,1.849650,0.669030
-0.745620,1.866839,0.673796
-0.740108,1.883385,0.678494
-0.728433,1.911843,0.686673
-0.720985,1.926692,0.691356
-0.713283,1.940307,0.696322
-0.705125,1.952991,0.701192
-0.696518,1.964699,0.706038
-0.687539,1.975342,0.710929
-0.678197,1.984924,0.715777
-0.668571,1.993335,0.720619
-0.658700,2.000491,0.725370
-0.648569,2.006390,0.730011
-0.638349,2.011011,0.734509
-0.628197,2.014202,0.738603
-0.618097,2.015918,0.742301
-0.608169,2.016151,0.745365
-0.598487,2.014844,0.747654
-0.589181,2.012074,0.748963
-0.580394,2.007714,0.749118
-0.572232,2.001765,0.747872
-0.564429,1.994390,0.745121
-0.557356,1.985455,0.740697
-0.551054,1.975031,0.734527
-0.545638,1.963021,0.726804
-0.540857,1.949567,0.717276
-0.536665,1.934726,0.705996
-0.533005,1.918554,0.693066
-0.529807,1.901041,0.678683
-0.527046,1.882205,0.662984
-0.524503,1.862261,0.645976
-0.522507,1.840947,0.628300
-0.520608,1.818624,0.609811
-0.519217,1.795403,0.590858
-0.517851,1.770844,0.571875
-0.516582,1.745391,0.552846
-0.515571,1.719030,0.534188
-0.514591,1.691969,0.515885
-0.513782,1.664410,0.498461
-0.512854,1.636675,0.481642
-0.512113,1.608752,0.465858
-0.511032,1.580879,0.450983
-0.510031,1.553316,0.436853
-0.508873,1.525967,0.424045
-0.507616,1.498962,0.412262
-0.506402,1.472498,0.401511
-0.504921,1.446168,0.391737
-0.503345,1.420194,0.383073
-0.501867,1.394810,0.375411
-0.500663,1.370127,0.369025
-0.499461,1.346394,0.363338
-0.497467,1.305685,0.355227
-0.495165,1.268097,0.349849
-0.493395,1.249266,0.348013
-0.491241,1.231975,0.346581
-0.488604,1.216197,0.345710
-0.485454,1.202015,0.345252
-0.481738,1.189389,0.345058
-0.477488,1.178416,0.345089
-0.472691,1.169202,0.345275
-0.467521,1.161999,0.345642
-0.461776,1.156776,0.346136
-0.455761,1.153679,0.346648
-0.449526,1.152811,0.347102
-0.438017,1.156913,0.347906
-0.431547,1.163218,0.347919
-0.425369,1.171808,0.347586
-0.415230,1.192860,0.346867
-0.410324,1.208321,0.346000
-0.406249,1.225482,0.345153
-0.400361,1.260646,0.343675
-0.398273,1.282646,0.342914
-0.396811,1.305466,0.342316
-0.395741,1.348932,0.341976
-0.396337,1.374006,0.342581
-0.397677,1.399150,0.343634
-0.406059,1.476272,0.350154
-0.411383,1.501924,0.355025
-0.417559,1.527153,0.359695
-0.424231,1.550724,0.364811
-0.431092,1.573368,0.370213
-0.445686,1.610358,0.381189
-0.455128,1.627818,0.388060
-0.465511,1.642960,0.395525
-0.476528,1.656204,0.403066
-0.487959,1.667774,0.410192
-0.499888,1.677156,0.417101
-0.512211,1.684443,0.423775
-0.524785,1.689663,0.429986
-0.537480,1.692853,0.435616
-0.549971,1.694001,0.440604
-0.562452,1.693248,0.444817
-0.574531,1.690557,0.448245
-0.586320,1.686098,0.450822
-0.597793,1.679946,0.452556
-0.609138,1.672189,0.453538
-0.619962,1.662825,0.453892
-0.630902,1.652290,0.453457
-0.650193,1.629911,0.451351
-0.661470,1.615226,0.449674
-0.672247,1.599844,0.447538
-0.683029,1.583667,0.445417
-0.693120,1.567166,0.443002
-0.703443,1.549549,0.440636
-0.713287,1.531108,0.438374
-0.723142,1.512168,0.436027
-0.732729,1.492607,0.433786
-0.742033,1.472605,0.431726
-0.751190,1.453183,0.429228
-0.759721,1.433112,0.427594
-0.768219,1.412349,0.426737
-0.776807,1.391804,0.426535
-0.784272,1.371568,0.426921
