-0.501820,1.323332,0.333213
-0.501909,1.322863,0.333558
-0.501962,1.322409,0.333845
-0.501988,1.321962,0.334099
-0.501989,1.321556,0.334310
-0.501965,1.321173,0.334489
-0.501916,1.320896,0.334209
-0.501854,1.320645,0.333979
-0.501775,1.320421,0.333799
-0.501686,1.320224,0.333657
-0.501594,1.320049,0.333547
-0.501483,1.319889,0.333464
-0.501365,1.319752,0.333410
-0.501256,1.319639,0.333383
-0.501405,1.319208,0.333243
-0.502115,1.318287,0.333516
-0.502449,1.317733,0.333745
-0.502489,1.317565,0.333851
-0.502454,1.317347,0.334011
-0.502290,1.317164,0.334156
-0.502099,1.316922,0.334325
-0.501353,1.317322,0.334403
-0.500818,1.317716,0.334422
-0.500399,1.318024,0.334458
-0.500081,1.318277,0.334513
-0.499837,1.318475,0.334586
-0.499759,1.318634,0.334913
-0.500149,1.318240,0.335315
-0.499905,1.318505,0.335324
-0.499691,1.318747,0.335340
-0.499507,1.318979,0.335356
-0.499310,1.319206,0.335379
-0.499127,1.319442,0.335414
-0.498946,1.319682,0.335465
-0.498765,1.319935,0.335533
-0.498613,1.320180,0.335611
-0.498464,1.320393,0.335698
-0.498785,1.320104,0.335960
-0.498578,1.320342,0.336472
-0.498271,1.320712,0.337263
-0.498055,1.320985,0.337867
-0.497893,1.321129,0.337739
-0.497804,1.321211,0.338049
-0.497659,1.321321,0.337924
-0.497519,1.321417,0.337839
-0.497370,1.321485,0.337770
-0.497208,1.321525,0.337726
-0.497042,1.321540,0.337691
-0.496842,1.321507,0.337678
-0.496651,1.321450,0.337670
-0.496450,1.321339,0.337679
-0.496257,1.321208,0.337703
-0.496071,1.321044,0.337737
-0.495890,1.320848,0.337779
-0.495736,1.320653,0.337839
-0.495591,1.320438,0.337919
-0.495460,1.320230,0.338013
-0.495348,1.320032,0.338119
-0.495245,1.319848,0.338230
-0.495147,1.319689,0.338343
-0.495049,1.319540,0.338462
-0.494950,1.319416,0.338573
-0.494857,1.319313,0.338679
-0.494766,1.319223,0.338791
-0.494691,1.319142,0.338912
-0.494628,1.319050,0.339036
-0.494631,1.318883,0.339617
-0.494662,1.318705,0.340112
-0.494726,1.318506,0.340540
-0.494757,1.318308,0.340498
-0.494841,1.318066,0.340492
-0.495014,1.317693,0.340955
-0.495202,1.317315,0.340930
-0.495408,1.316938,0.340944
-0.495630,1.316553,0.340988
-0.495928,1.316099,0.341484
-0.496240,1.315615,0.341920
-0.496550,1.315121,0.341867
-0.496857,1.314594,0.341852
-0.497211,1.314002,0.342307
-0.497588,1.313399,0.342290
-0.497979,1.312666,0.342297
-0.498501,1.311843,0.342791
-0.498992,1.310888,0.342805
-0.499701,1.309853,0.343334
-0.500434,1.308643,0.343385
-0.501330,1.307268,0.343529
-0.502395,1.305702,0.343763
-0.503663,1.303992,0.344131
-0.505087,1.302016,0.344593
-0.506716,1.299867,0.345200
-0.508636,1.297560,0.346377
-0.510753,1.295173,0.347459
-0.512892,1.292715,0.348357
-0.515204,1.290247,0.349796
-0.517462,1.287884,0.350878
-0.519839,1.285631,0.352013
-0.522166,1.283725,0.353382
-0.524536,1.282271,0.354777
-0.526903,1.281266,0.356257
-0.529227,1.280781,0.357747
-0.531535,1.280893,0.359263
-0.533830,1.281634,0.360814
-0.536273,1.283147,0.362494
-0.538751,1.285395,0.364187
-0.541114,1.288344,0.365837
-0.543642,1.292063,0.367606
-0.546154,1.296602,0.369464
-0.548674,1.301994,0.371298
-0.551221,1.308285,0.373156
-0.553661,1.315549,0.375106
-0.556261,1.323775,0.376802
-0.558656,1.332919,0.378633
-0.561044,1.342913,0.380861
-0.563218,1.353779,0.383070
-0.565241,1.365462,0.385531
-0.566993,1.377850,0.388246
-0.568459,1.390909,0.391208
-0.569670,1.404491,0.394422
-0.570824,1.429943,0.400869
-0.570677,1.444569,0.404921
-0.570054,1.459129,0.408974
-0.568912,1.473223,0.413034
-0.567254,1.486731,0.416975
-0.565068,1.499569,0.420698
-0.562407,1.511493,0.424144
-0.559277,1.522304,0.427288
-0.555840,1.532186,0.429890
-0.552143,1.540798,0.432158
-0.548266,1.548423,0.433887
-0.544347,1.554792,0.435144
-0.540386,1.560012,0.435907
-0.536509,1.563942,0.436157
-0.532795,1.566935,0.436094
-0.529287,1.568837,0.435580
-0.526084,1.569940,0.434875
-0.523162,1.570413,0.433851
-0.520935,1.570490,0.432343
