Format Version,1.23,Take Name,Exp_A1_002,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-12-06 09.12.15.497 AM,Total Frames in Take,587,Total Exported Frames,587,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
113,0.941667,0.033843,-0.101409,0.138518,-0.984573,0.065362,1.759997,0.811412,0.001207,0.060480,1.744578,0.801978,0.584062,0.052159,1.699327,0.819169,0.903229,0.059453,1.763744,0.771951,0.258559,0.082947,1.826843,0.810894,0.792332,0.071772,1.765492,0.853069,0.773823,0.060713,1.746267,0.801845,0.052543,1.699270,0.819255,0.057824,1.765692,0.770211,0.083586,1.826373,0.810276,0.071370,1.765366,0.852289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0.950000,0.032031,-0.103500,0.141318,-0.984018,0.065120,1.760319,0.811117,0.001155,0.060109,1.744964,0.801646,0.572459,0.051569,1.699704,0.818706,0.900469,0.059095,1.764242,0.771690,0.230518,0.083115,1.827056,0.810773,0.748473,0.071710,1.765626,0.852770,0.778383,0.060699,1.746557,0.801668,,,,0.057682,1.766010,0.770056,0.083511,1.826677,0.810102,0.071350,1.765757,0.852242,0.051020,1.695438,0.823284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0.958333,0.030545,-0.105329,0.143166,-0.983604,0.064907,1.760660,0.810842,0.001042,0.059803,1.745355,0.801340,0.562841,0.051127,1.700080,0.818290,0.000000,0.058775,1.764729,0.771446,0.365713,0.083181,1.827323,0.810643,0.831094,0.071651,1.765814,0.852490,0.858946,0.060605,1.746903,0.801469,,,,0.057505,1.766285,0.769897,0.083263,1.827249,0.809976,0.071289,1.766026,0.852112,0.050905,1.695728,0.823185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0.966667,0.029390,-0.106988,0.143729,-0.983378,0.064715,1.761003,0.810591,0.001093,0.059559,1.745731,0.801064,0.557165,0.050865,1.700425,0.817922,0.000000,0.058473,1.765184,0.771224,0.394832,0.083089,1.827639,0.810512,0.793268,0.071589,1.766037,0.852232,0.877627,0.060577,1.747164,0.801280,,,,0.057284,1.766704,0.769763,0.082637,1.827602,0.809821,0.071230,1.766314,0.852047,0.050789,1.696037,0.823084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0.975000,0.030381,-0.106639,0.142400,-0.983579,0.064695,1.761302,0.810470,0.001154,0.059587,1.745998,0.800968,0.557165,0.051018,1.700697,0.817902,0.000000,0.058456,1.765396,0.771094,0.394832,0.082876,1.827991,0.810281,0.793268,0.071539,1.766430,0.852105,0.877627,0.060438,1.747584,0.801119,0.052169,1.700762,0.818563,0.057081,1.767059,0.769601,0.082426,1.828012,0.809627,0.071128,1.766915,0.851599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0.983333,0.031177,-0.106758,0.141261,-0.983705,0.064622,1.761665,0.810316,0.001140,0.059547,1.746336,0.800836,0.548564,0.051097,1.701036,0.817832,0.667572,0.058353,1.765693,0.770937,0.344102,0.082640,1.828397,0.810032,0.801451,0.071474,1.766862,0.851940,0.796831,0.060189,1.748050,0.800917,0.052034,1.701203,0.818439,0.056921,1.767423,0.769444,0.082224,1.828486,0.809443,0.070938,1.767502,0.851227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0.991667,0.031826,-0.106715,0.140220,-0.983838,0.064533,1.762044,0.810168,0.001161,0.059491,1.746694,0.800706,0.523637,0.051144,1.701393,0.817751,0.751007,0.058250,1.766016,0.770787,0.280296,0.082402,1.828816,0.809812,0.838224,0.071379,1.767301,0.851787,0.744210,0.060031,1.748521,0.800745,0.051932,1.701497,0.818351,0.056730,1.767968,0.769314,0.081994,1.828954,0.809329,0.070796,1.767855,0.851154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1.000000,0.030222,-0.108261,0.141069,-0.983598,0.064242,1.762573,0.809814,0.001240,0.059141,1.747266,0.800313,0.531066,0.050740,1.701926,0.817226,0.000000,0.057866,1.766692,0.770463,0.268462,0.082256,1.829306,0.809638,0.823381,0.071207,1.767673,0.851432,0.683830,0.059954,1.748937,0.800570,,,,0.056497,1.768682,0.768810,0.081746,1.829515,0.809195,0.070596,1.768530,0.850731,0.050250,1.697620,0.822615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1.008333,0.031048,-0.107823,0.140033,-0.983769,0.064137,1.763034,0.809651,0.001267,0.059078,1.747701,0.800170,0.531066,0.050770,1.702367,0.817146,0.000000,0.057775,1.767079,0.770289,0.268462,0.081999,1.829808,0.809384,0.823381,0.071066,1.768213,0.851266,0.683830,0.059700,1.749546,0.800369,0.051409,1.702663,0.817853,0.056266,1.769190,0.768672,0.081511,1.830014,0.809085,0.070476,1.769136,0.850307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1.016667,0.031566,-0.108085,0.139144,-0.983850,0.063992,1.763567,0.809463,0.001304,0.058955,1.748218,0.799996,0.474183,0.050743,1.702881,0.817013,0.785510,0.057595,1.767571,0.770103,0.174929,0.081729,1.830374,0.809134,0.864424,0.070940,1.768790,0.851068,0.588179,0.059407,1.750266,0.800158,0.051235,1.703240,0.817618,0.055920,1.769972,0.768580,0.081290,1.830619,0.808930,0.070352,1.769821,0.849926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1.025000,0.031699,-0.108920,0.138421,-0.983855,0.063813,1.764167,0.809244,0.001240,0.058781,1.748813,0.799784,0.436986,0.050662,1.703462,0.816809,0.810970,0.057342,1.768168,0.769895,0.149593,0.081455,1.831000,0.808893,0.843693,0.070825,1.769395,0.850838,0.586290,0.059095,1.751041,0.799865,0.051057,1.703886,0.817295,0.055600,1.770653,0.768361,0.081073,1.831448,0.808683,0.070221,1.770415,0.849684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1.033333,0.031608,-0.110301,0.137718,-0.983803,0.063607,1.764830,0.809001,0.001204,0.058568,1.749476,0.799545,0.436986,0.050553,1.704103,0.816559,0.810970,0.057023,1.768850,0.769674,0.149593,0.081164,1.831685,0.808649,0.843693,0.070727,1.770037,0.850580,0.586290,0.058809,1.751741,0.799598,0.050909,1.704612,0.816991,0.055316,1.771336,0.768215,0.080800,1.832191,0.808491,0.070080,1.771159,0.849293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1.041667,0.029622,-0.112386,0.138822,-0.983474,0.063249,1.765607,0.808564,0.001211,0.058133,1.750307,0.799061,0.430345,0.050050,1.704886,0.815913,0.810973,0.056537,1.769812,0.769278,0.162488,0.080994,1.832413,0.808431,0.839131,0.070531,1.770619,0.850139,0.543578,0.058678,1.752495,0.799336,,,,0.055118,1.772121,0.767936,0.080605,1.832980,0.808190,0.069932,1.771954,0.848818,0.049241,1.701220,0.820805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1.050000,0.027992,-0.114049,0.139636,-0.983215,0.062936,1.766400,0.808137,0.001218,0.057760,1.751144,0.798595,0.401005,0.049627,1.705682,0.815312,0.000000,0.056122,1.770755,0.768884,0.331399,0.080824,1.833168,0.808185,0.813880,0.070346,1.771251,0.849708,0.520191,0.058453,1.753397,0.799020,,,,0.055023,1.772823,0.767592,0.080448,1.833730,0.807874,0.069829,1.772645,0.848494,0.049224,1.702275,0.820095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1.058333,0.026635,-0.115419,0.140078,-0.983030,0.062661,1.767261,0.807728,0.001270,0.057443,1.752040,0.798153,0.357693,0.049290,1.706539,0.814755,0.000000,0.055761,1.771740,0.768504,0.330425,0.080636,1.834005,0.807930,0.785087,0.070174,1.771980,0.849295,0.531508,0.058304,1.754407,0.798659,,,,0.054869,1.773878,0.767160,0.080193,1.834644,0.807564,0.069743,1.773568,0.848398,0.049111,1.703219,0.819576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1.066667,0.025616,-0.116604,0.141150,-0.982764,0.062415,1.768189,0.807316,0.001157,0.057140,1.753001,0.797721,0.357693,0.048907,1.707486,0.814245,0.000000,0.055446,1.772767,0.768116,0.330425,0.080556,1.834888,0.807620,0.785087,0.070025,1.772804,0.848878,0.531508,0.058106,1.755422,0.798259,,,,0.054698,1.774818,0.766819,0.080521,1.835724,0.807162,0.069662,1.774609,0.847944,0.048953,1.703987,0.819386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1.075000,0.026218,-0.117449,0.140088,-0.982799,0.062326,1.769117,0.807021,0.001084,0.057066,1.753911,0.797446,0.334548,0.048964,1.708390,0.814018,0.000000,0.055273,1.773653,0.767831,0.365348,0.080321,1.835856,0.807245,0.761487,0.070004,1.773778,0.848565,0.483961,0.057910,1.756391,0.797838,0.050175,1.709209,0.814778,0.054431,1.775854,0.766460,0.080275,1.836875,0.806803,0.069611,1.775622,0.847414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1.083333,0.025762,-0.118175,0.139558,-0.982799,0.062171,1.770134,0.806640,0.001062,0.056912,1.754934,0.797054,0.296240,0.048874,1.709386,0.813581,0.000000,0.055063,1.774711,0.767465,0.521802,0.080107,1.836888,0.806922,0.692657,0.069900,1.774750,0.848180,0.449068,0.057693,1.757633,0.797230,,,,0.054848,1.776535,0.766931,0.079690,1.837941,0.806444,0.069611,1.776560,0.846956,0.048661,1.706105,0.818432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1.091667,0.025058,-0.119135,0.139116,-0.982764,0.062026,1.771228,0.806200,0.000990,0.056760,1.756042,0.796596,0.240263,0.048779,1.710460,0.813056,0.000000,0.054847,1.775869,0.767045,0.467208,0.079920,1.837993,0.806568,0.649874,0.069823,1.775777,0.847734,0.453407,0.057515,1.758986,0.796573,,,,0.054646,1.777882,0.766374,0.079596,1.839207,0.805948,0.069634,1.777545,0.846462,0.048643,1.707389,0.817825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1.100000,0.024268,-0.120213,0.138743,-0.982706,0.061887,1.772386,0.805718,0.000877,0.056610,1.757216,0.796095,0.240263,0.048683,1.711598,0.812482,0.000000,0.054631,1.777100,0.766586,0.467208,0.079750,1.839159,0.806181,0.649874,0.069763,1.776858,0.847246,0.453407,0.057355,1.760218,0.795977,,,,0.054427,1.779202,0.765821,0.079518,1.840555,0.805426,0.069610,1.778563,0.845984,0.048499,1.708441,0.817390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1.108333,0.022934,-0.122406,0.138724,-0.982469,0.061667,1.773655,0.805125,0.000970,0.056344,1.758519,0.795474,0.226077,0.048461,1.712852,0.811746,0.000000,0.054256,1.778498,0.766037,0.438361,0.079562,1.840418,0.805731,0.598894,0.069710,1.777989,0.846635,0.468257,0.057180,1.761735,0.795368,,,,0.053360,1.781056,0.764477,0.079273,1.841985,0.804869,0.069629,1.779871,0.845476,0.048373,1.710027,0.816397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1.116667,0.022261,-0.123375,0.138300,-0.982424,0.061530,1.775024,0.804545,0.000965,0.056200,1.759901,0.794878,0.123883,0.048373,1.714201,0.811086,0.000000,0.054048,1.779929,0.765479,0.339931,0.079386,1.841797,0.805234,0.498450,0.069644,1.779293,0.846049,0.329986,0.056955,1.763319,0.794722,,,,0.053943,1.782360,0.764456,0.079125,1.843534,0.804265,0.069495,1.781517,0.844561,0.048123,1.711522,0.815620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1.125000,0.021521,-0.124449,0.138056,-0.982339,0.061362,1.776494,0.803899,0.000875,0.056016,1.761386,0.794215,0.055462,0.048231,1.715656,0.810356,0.000000,0.053803,1.781467,0.764857,0.297328,0.079204,1.843269,0.804674,0.434767,0.069555,1.780689,0.845394,0.302602,0.056558,1.765112,0.793900,,,,0.053602,1.783996,0.763646,0.078937,1.845221,0.803565,0.069368,1.782995,0.843836,0.047933,1.713105,0.814714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1.133333,0.020541,-0.125538,0.137675,-0.982275,0.061198,1.778054,0.803186,0.000819,0.055840,1.762967,0.793477,0.055462,0.048106,1.717196,0.809527,0.000000,0.053563,1.783115,0.764170,0.297328,0.079012,1.844835,0.804082,0.434767,0.069468,1.782157,0.844676,0.302602,0.056560,1.766699,0.792943,,,,0.053324,1.785932,0.762828,0.078725,1.846914,0.802832,0.069236,1.784462,0.843124,0.047681,1.715005,0.813637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1.141667,0.019699,-0.126787,0.137716,-0.982126,0.061052,1.779760,0.802415,0.000701,0.055667,1.764695,0.792688,0.000001,0.047951,1.718895,0.808665,0.000000,0.053331,1.784901,0.763426,0.166092,0.078894,1.846533,0.803403,0.289490,0.069417,1.783778,0.843894,0.218290,0.056454,1.768565,0.791981,,,,0.053033,1.787906,0.762009,0.078925,1.849002,0.801995,0.069238,1.786391,0.842186,0.047585,1.716909,0.812555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1.150000,0.018878,-0.128101,0.137001,-0.982072,0.060848,1.781593,0.801560,0.000752,0.055456,1.766543,0.791813,0.000001,0.047831,1.720700,0.807709,0.000000,0.053027,1.786810,0.762601,0.078242,0.078617,1.848384,0.802648,0.216480,0.069308,1.785531,0.843027,0.164407,0.056041,1.770779,0.791023,,,,0.052581,1.790039,0.760879,0.078062,1.851020,0.801046,0.069029,1.788372,0.841288,0.047324,1.718881,0.811649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1.158333,0.018040,-0.129621,0.136646,-0.981937,0.060586,1.783557,0.800635,0.001145,0.055173,1.768525,0.790872,0.000001,0.047609,1.722645,0.806690,0.000000,0.052654,1.788853,0.761710,0.078242,0.078332,1.850352,0.801818,0.216480,0.069161,1.787409,0.842087,0.164407,0.055349,1.773154,0.789950,0.045567,1.728115,0.801970,0.052085,1.792223,0.759848,0.077766,1.853242,0.799966,0.068812,1.790213,0.840368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1.166667,0.016949,-0.131433,0.135811,-0.981832,0.060327,1.785625,0.799614,0.000708,0.054900,1.770614,0.789825,0.000001,0.047447,1.724679,0.805538,0.000001,0.052259,1.791022,0.760730,0.027212,0.077993,1.852438,0.800928,0.130302,0.069034,1.789370,0.841047,0.173281,0.055353,1.775303,0.788655,,,,0.051593,1.794635,0.758811,0.077301,1.855563,0.798929,0.068692,1.792220,0.839127,0.046692,1.723067,0.809526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1.175000,0.016119,-0.133591,0.135233,-0.981634,0.059997,1.787857,0.798533,0.000652,0.054542,1.772865,0.788731,0.000001,0.047189,1.726888,0.804366,0.000000,0.051766,1.793340,0.759695,0.000001,0.077616,1.854681,0.799933,0.000001,0.068871,1.791511,0.839939,0.036699,0.054625,1.777878,0.787443,,,,0.050819,1.797099,0.757603,0.076839,1.858002,0.797818,0.068489,1.794809,0.837984,0.046331,1.725438,0.808167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1.183333,0.015093,-0.135506,0.134804,-0.981447,0.059612,1.790215,0.797408,0.001260,0.054129,1.775246,0.787586,0.000001,0.046853,1.729225,0.803125,0.000001,0.051241,1.795796,0.758614,0.000001,0.077205,1.857044,0.798922,0.000001,0.068631,1.793764,0.838792,0.147451,0.053937,1.780604,0.786228,0.044507,1.735466,0.797947,0.050301,1.799755,0.756353,0.076328,1.860607,0.796632,0.068073,1.796768,0.837278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1.191667,0.013877,-0.137629,0.134263,-0.981244,0.059186,1.792672,0.796174,0.000864,0.053674,1.777730,0.786327,0.000001,0.046487,1.731656,0.801752,0.000001,0.050661,1.798369,0.757431,0.000001,0.076745,1.859507,0.797826,0.000001,0.068365,1.796098,0.837533,0.147451,0.053690,1.783030,0.784794,,,,0.049498,1.802546,0.754978,0.075780,1.863185,0.795376,0.067691,1.799221,0.835793,0.045533,1.730509,0.805349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1.200000,0.013114,-0.139428,0.133681,-0.981080,0.058711,1.795303,0.794882,0.000739,0.053179,1.780378,0.785022,0.000001,0.046082,1.734265,0.800372,0.000000,0.050050,1.801075,0.756180,0.000001,0.076220,1.862148,0.796617,0.000001,0.068027,1.798648,0.836217,0.090417,0.052921,1.785949,0.783342,,,,0.048896,1.805296,0.753675,0.075104,1.866084,0.794033,0.067211,1.802277,0.834393,0.045042,1.733584,0.803482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1.208333,0.012074,-0.141386,0.133222,-0.980875,0.058172,1.798065,0.793518,0.001269,0.052611,1.783163,0.783638,0.000001,0.045593,1.737006,0.798890,0.000001,0.049367,1.803936,0.754863,0.000001,0.075653,1.864915,0.795369,0.000001,0.067636,1.801304,0.834828,0.101565,0.052186,1.789129,0.781972,0.043197,1.743483,0.793658,0.048083,1.808452,0.752143,0.074446,1.869025,0.792671,0.066702,1.804460,0.833384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1.216667,0.011343,-0.143036,0.132224,-0.980780,0.057602,1.800959,0.792086,0.001332,0.052036,1.786070,0.782192,0.000001,0.045143,1.739867,0.797366,0.000001,0.048668,1.806899,0.753472,0.000001,0.074977,1.867834,0.794028,0.000001,0.067189,1.804125,0.833374,0.000001,0.051554,1.792057,0.780303,0.042593,1.746924,0.791500,0.047385,1.811206,0.750751,0.073499,1.872032,0.791315,0.066171,1.807932,0.831518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1.225000,0.010419,-0.144979,0.131247,-0.980636,0.056967,1.803998,0.790587,0.001213,0.051388,1.789125,0.780674,0.000001,0.044622,1.742873,0.795753,0.000001,0.047883,1.810024,0.752021,0.000001,0.074244,1.870895,0.792640,0.000001,0.066699,1.807072,0.831848,0.000001,0.050815,1.795237,0.778838,0.042049,1.749767,0.790238,0.046404,1.814611,0.749337,0.072682,1.875273,0.789923,0.065566,1.810990,0.829794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1.233333,0.009548,-0.146884,0.130127,-0.980510,0.056293,1.807150,0.789043,0.001245,0.050706,1.792292,0.779113,0.000001,0.044081,1.745989,0.794098,0.000001,0.047060,1.813256,0.750525,0.000001,0.073452,1.874074,0.791204,0.000001,0.066166,1.810138,0.830277,0.000001,0.050034,1.798551,0.777105,0.041409,1.752892,0.788400,0.045538,1.817867,0.747706,0.071792,1.878579,0.788409,0.065027,1.813808,0.828737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1.241667,0.008599,-0.149340,0.128810,-0.980322,0.055573,1.810440,0.787454,0.001272,0.049973,1.795599,0.777507,0.000001,0.043519,1.749239,0.792389,0.000001,0.046147,1.816637,0.748997,0.000001,0.072594,1.877396,0.789729,0.000001,0.065631,1.813332,0.828650,0.031157,0.049272,1.801930,0.775483,0.040706,1.756250,0.786483,0.044375,1.821458,0.746151,0.070835,1.882075,0.786925,0.064532,1.816833,0.827406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1.250000,0.007694,-0.151788,0.127525,-0.980122,0.054812,1.813848,0.785810,0.001356,0.049198,1.799022,0.775847,0.000001,0.042913,1.752607,0.790630,0.000001,0.045195,1.820131,0.747415,0.000001,0.071700,1.880833,0.788192,0.000001,0.065056,1.816646,0.826966,0.076921,0.048388,1.805530,0.773776,0.040230,1.759727,0.784965,0.043450,1.824950,0.744610,0.069932,1.885583,0.785379,0.063912,1.819956,0.825794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1.258333,0.006812,-0.154282,0.126558,-0.979864,0.054010,1.817413,0.784096,0.001388,0.048371,1.802605,0.774121,0.000001,0.042227,1.756141,0.788809,0.000001,0.044200,1.823783,0.745764,0.000001,0.070808,1.884417,0.786576,0.000001,0.064445,1.820118,0.825210,0.076921,0.047412,1.809309,0.771927,0.039534,1.763384,0.782671,0.042433,1.828754,0.742833,0.069136,1.889257,0.783683,0.063356,1.823509,0.824217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1.266667,0.006341,-0.156736,0.125686,-0.979590,0.053178,1.821140,0.782334,0.001560,0.047513,1.806342,0.772359,0.000001,0.041507,1.759843,0.786993,0.000001,0.043176,1.827565,0.744061,0.000001,0.069890,1.888165,0.784855,0.000001,0.063806,1.823786,0.823403,0.230241,0.046508,1.813176,0.770263,0.038927,1.767153,0.780864,0.041400,1.832536,0.741106,0.068262,1.893085,0.782044,0.062784,1.826636,0.822844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1.275000,0.004400,-0.159424,0.125126,-0.979239,0.052273,1.825086,0.780318,0.001532,0.046564,1.810332,0.770302,0.000001,0.040646,1.763763,0.784749,0.000001,0.042081,1.831686,0.742124,0.000001,0.068973,1.892105,0.783069,0.000001,0.063101,1.827545,0.821346,0.304272,0.045941,1.816851,0.768281,0.038364,1.770576,0.779301,0.040214,1.836762,0.739443,0.067408,1.897089,0.780352,0.062204,1.830161,0.821661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1.283333,0.002092,-0.162603,0.124649,-0.978784,0.051340,1.829161,0.778283,0.001588,0.045574,1.814462,0.768220,0.000001,0.039742,1.767814,0.782446,0.000001,0.040926,1.835968,0.740186,0.000001,0.068053,1.896164,0.781303,0.000001,0.062405,1.831397,0.819261,0.304272,0.044917,1.821043,0.766620,0.037723,1.774464,0.777531,0.038960,1.841053,0.737659,0.066532,1.901164,0.778703,0.061736,1.833797,0.820179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1.291667,0.001665,-0.167605,0.122674,-0.978191,0.050605,1.833291,0.776395,0.001513,0.044791,1.818598,0.766349,0.000001,0.039266,1.771892,0.780504,0.000001,0.039791,1.840164,0.738421,0.000001,0.067109,1.900345,0.779433,0.000001,0.062067,1.835455,0.817267,0.335962,0.044331,1.825004,0.764598,0.036978,1.779109,0.774952,0.037996,1.845204,0.736015,0.065701,1.905179,0.776970,0.061091,1.837122,0.818851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1.300000,0.000599,-0.170952,0.122013,-0.977695,0.049710,1.837521,0.774463,0.001343,0.043844,1.822856,0.764409,0.000001,0.038447,1.776101,0.778453,0.000001,0.038646,1.844504,0.736581,0.000001,0.066181,1.904579,0.777604,0.000001,0.061434,1.839567,0.815266,0.000000,0.043092,1.829667,0.762834,0.036302,1.782898,0.773010,0.036969,1.849595,0.734216,0.064922,1.909324,0.775415,0.060483,1.841115,0.817257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,1.308333,-0.000526,-0.175484,0.120361,-0.977097,0.048916,1.841845,0.772509,0.001286,0.043001,1.827202,0.762450,0.000001,0.037853,1.780379,0.776359,0.000001,0.037501,1.848943,0.734753,0.000001,0.065234,1.908934,0.775766,0.000001,0.060993,1.843765,0.813215,0.000000,0.042618,1.833779,0.760862,0.035643,1.787145,0.771148,0.035915,1.854005,0.732511,0.064011,1.913718,0.773696,0.059898,1.844866,0.815485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,1.316667,-0.003476,-0.178743,0.119892,-0.976558,0.047951,1.846134,0.770421,0.000973,0.041973,1.831561,0.760298,0.000001,0.036894,1.784646,0.773923,0.000001,0.036316,1.853489,0.732781,0.000001,0.064305,1.913197,0.774033,0.000001,0.060266,1.847779,0.811068,0.000000,0.041465,1.838350,0.759044,0.035004,1.788641,0.770310,0.034916,1.858647,0.730735,0.063248,1.918183,0.772076,0.059346,1.849319,0.813595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1.325000,-0.004487,-0.183643,0.118454,-0.975819,0.047168,1.850741,0.768485,0.001542,0.041127,1.836191,0.758366,0.000001,0.036286,1.789215,0.771866,0.000001,0.035157,1.858206,0.730986,0.000001,0.063403,1.917828,0.772186,0.000001,0.059869,1.852265,0.809018,0.000000,0.040823,1.842895,0.757088,0.034031,1.796556,0.766367,0.033650,1.863413,0.728997,0.062438,1.922667,0.770377,0.058794,1.853456,0.811703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,1.333333,-0.005892,-0.188950,0.116836,-0.974994,0.046410,1.855401,0.766527,0.001257,0.040300,1.840882,0.756404,0.000001,0.035715,1.793833,0.769736,0.000001,0.033994,1.863008,0.729188,0.000001,0.062516,1.922510,0.770370,0.000001,0.059524,1.856771,0.806934,0.000000,0.040134,1.847398,0.755204,0.033493,1.800636,0.764868,0.032588,1.868133,0.727356,0.061686,1.927321,0.768756,0.058503,1.858147,0.809198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1.341667,-0.007749,-0.193403,0.116295,-0.974172,0.045541,1.860188,0.764516,0.001196,0.039348,1.845717,0.754376,0.000001,0.034886,1.798602,0.767517,0.000001,0.032804,1.867974,0.727323,0.000001,0.061667,1.927281,0.768550,0.000001,0.059000,1.861364,0.804816,0.000000,0.039025,1.852350,0.753342,0.032530,1.805286,0.762621,0.031466,1.873160,0.725590,0.061034,1.932042,0.767076,0.058286,1.862977,0.806753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1.350000,-0.011355,-0.197995,0.116286,-0.973215,0.044551,1.864844,0.762400,0.001503,0.038250,1.850465,0.752196,0.000001,0.033826,1.803252,0.764992,0.000001,0.031512,1.872951,0.725381,0.000001,0.060815,1.931879,0.766840,0.000001,0.058353,1.865673,0.802592,0.000000,,,,0.031981,1.807308,0.761965,0.030214,1.878232,0.723969,0.060298,1.936751,0.765534,0.058043,1.868109,0.803688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
