Format Version,1.23,Take Name,Exp_A1_002,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-12-06 09.12.15.497 AM,Total Frames in Take,587,Total Exported Frames,587,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
285,2.375000,-0.038748,-0.669325,-0.081852,-0.737430,-0.631438,2.377980,0.634709,0.001451,-0.641018,2.362726,0.629597,0.131182,-0.624396,2.317215,0.621543,0.000000,-0.671146,2.381724,0.630780,0.443291,-0.630654,2.445651,0.648774,0.001404,-0.589975,2.382583,0.642849,0.085686,-0.640455,2.359803,0.631392,,,,-0.670094,2.381684,0.628818,-0.630189,2.441803,0.647812,-0.590210,2.378969,0.643359,-0.620735,2.311048,0.621440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2.383333,-0.042675,-0.669621,-0.088386,-0.736189,-0.638454,2.377710,0.635988,0.001390,-0.647975,2.362488,0.630676,0.131182,-0.631164,2.317177,0.621922,0.000000,-0.678187,2.381328,0.632202,0.443291,-0.637948,2.445172,0.651038,0.001404,-0.596995,2.382385,0.644104,0.085686,-0.647370,2.359743,0.632252,,,,-0.677277,2.381030,0.630753,-0.637399,2.441570,0.649155,-0.597163,2.378916,0.644509,-0.627575,2.310865,0.622659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,2.391667,-0.044523,-0.671175,-0.093694,-0.734005,-0.645478,2.377282,0.637367,0.001348,-0.654937,2.362056,0.631954,0.176228,-0.637906,2.316932,0.622674,0.000000,-0.685250,2.380702,0.633817,0.503552,-0.645289,2.444597,0.653071,0.000001,-0.604005,2.382122,0.645317,0.136870,-0.654454,2.359263,0.633635,,,,-0.684263,2.380696,0.632093,-0.644687,2.441283,0.650469,-0.604141,2.378692,0.645686,-0.634381,2.310662,0.623892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2.400000,-0.045172,-0.673243,-0.097764,-0.731537,-0.652513,2.376780,0.638836,0.001370,-0.661918,2.361534,0.633386,0.125708,-0.644686,2.316567,0.623720,0.000000,-0.692325,2.379993,0.635550,0.518522,-0.652613,2.443995,0.654961,0.000001,-0.611021,2.381809,0.646564,0.165920,-0.661448,2.358708,0.635393,,,,-0.691200,2.380037,0.633988,-0.651964,2.440948,0.652048,-0.611259,2.378504,0.646947,-0.641244,2.310238,0.625343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2.408333,-0.045085,-0.675053,-0.100630,-0.729482,-0.659548,2.376221,0.640317,0.001298,-0.668907,2.360949,0.634861,0.125708,-0.651506,2.316101,0.624945,0.000000,-0.699393,2.379251,0.637247,0.518522,-0.659893,2.443377,0.656682,0.000001,-0.618042,2.381425,0.647850,0.165920,-0.668495,2.358188,0.636883,,,,-0.698559,2.379555,0.635673,-0.659244,2.440505,0.653410,-0.618193,2.378016,0.648311,-0.648151,2.309787,0.626736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,2.416667,-0.045912,-0.675161,-0.102173,-0.729116,-0.666594,2.375808,0.641661,0.001412,-0.675938,2.360543,0.636161,0.138276,-0.658489,2.315750,0.626085,0.000000,-0.706444,2.378800,0.638628,0.548307,-0.667010,2.442910,0.658248,0.000001,-0.625089,2.381039,0.649183,0.139139,-0.675585,2.358078,0.637888,,,,-0.705576,2.378849,0.637506,-0.666493,2.439878,0.654869,-0.625343,2.377810,0.649616,-0.655039,2.309270,0.628213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2.425000,-0.046098,-0.675742,-0.103887,-0.728324,-0.673650,2.375298,0.643025,0.001424,-0.682966,2.360024,0.637503,0.201778,-0.665426,2.315300,0.627282,0.000000,-0.713513,2.378200,0.640070,0.678276,-0.674201,2.442356,0.659783,0.000001,-0.632145,2.380612,0.650486,0.194976,-0.682546,2.357434,0.639322,,,,-0.712725,2.378055,0.639063,-0.673886,2.439297,0.656519,-0.632470,2.377421,0.650773,-0.661914,2.308920,0.629542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,2.433333,-0.043939,-0.678795,-0.104940,-0.725462,-0.680741,2.374524,0.644666,0.001289,-0.690018,2.359189,0.639249,0.001295,-0.672319,2.314537,0.628985,0.000000,-0.720641,2.377207,0.642016,0.660046,-0.681520,2.441613,0.661289,0.000001,-0.639208,2.380074,0.651793,0.177595,-0.689810,2.356164,0.641850,,,,-0.719898,2.377302,0.640881,-0.681216,2.438764,0.657977,-0.639508,2.376820,0.652173,-0.668886,2.308225,0.631115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2.441667,-0.042191,-0.681174,-0.106230,-0.723144,-0.687868,2.373763,0.646238,0.001329,-0.697103,2.358376,0.640893,0.001295,-0.679246,2.313801,0.630568,0.000000,-0.727796,2.376246,0.643829,0.660046,-0.688877,2.440866,0.662793,0.000001,-0.646321,2.379526,0.653104,0.177595,-0.696958,2.355771,0.643028,,,,-0.727299,2.376521,0.642569,-0.688771,2.438064,0.659663,-0.646749,2.376427,0.653456,-0.675850,2.307619,0.632583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2.450000,-0.041350,-0.682252,-0.106362,-0.722156,-0.694971,2.373104,0.647734,0.001469,-0.704194,2.357696,0.642432,0.157107,-0.686293,2.313138,0.632112,0.000000,-0.734909,2.375519,0.645431,0.654566,-0.696044,2.440225,0.664213,0.000001,-0.653414,2.378943,0.654481,0.212978,-0.703985,2.355271,0.644451,,,,-0.734284,2.375676,0.644609,-0.695875,2.437116,0.661239,-0.653778,2.375870,0.654914,-0.682750,2.307023,0.634170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2.458333,-0.038579,-0.685480,-0.106950,-0.719159,-0.702122,2.372218,0.649454,0.001311,-0.711302,2.356740,0.644283,0.031462,-0.693238,2.312243,0.633979,0.000000,-0.742090,2.374403,0.647466,0.845886,-0.703434,2.439391,0.665699,0.000001,-0.660545,2.378311,0.655842,0.228686,-0.711227,2.353919,0.646938,,,,-0.741637,2.374191,0.647106,-0.703541,2.436426,0.662967,-0.661052,2.375301,0.656295,-0.689688,2.306251,0.635662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,2.466667,-0.036800,-0.687136,-0.107190,-0.717635,-0.709296,2.371382,0.651058,0.001356,-0.718447,2.355861,0.645963,0.153816,-0.700281,2.311399,0.635694,0.000000,-0.749278,2.373434,0.649228,0.808986,-0.710760,2.438591,0.667142,0.000001,-0.667713,2.377625,0.657261,0.228491,-0.718469,2.353262,0.648130,,,,-0.748919,2.373351,0.648559,-0.710864,2.435488,0.664570,-0.668287,2.374639,0.657790,-0.696769,2.305413,0.637314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2.475000,-0.034871,-0.689115,-0.108000,-0.715710,-0.716471,2.370454,0.652710,0.001303,-0.725580,2.354883,0.647691,0.153816,-0.707271,2.310480,0.637417,0.000000,-0.756471,2.372327,0.651077,0.808986,-0.718149,2.437687,0.668672,0.000001,-0.674886,2.376890,0.658693,0.228491,-0.725550,2.352194,0.649847,,,,-0.756171,2.372145,0.650578,-0.718406,2.434554,0.666522,-0.675434,2.373913,0.659237,-0.703671,2.304548,0.639022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2.483333,-0.032389,-0.691369,-0.108287,-0.713606,-0.723671,2.369409,0.654476,0.001335,-0.732738,2.353781,0.649562,0.138216,-0.714288,2.309424,0.639341,0.000000,-0.763687,2.371100,0.653059,0.847412,-0.725559,2.436690,0.670212,0.047957,-0.682082,2.376051,0.660204,0.231011,-0.732779,2.350891,0.652021,,,,-0.763507,2.370807,0.652804,-0.725770,2.433384,0.668221,-0.682732,2.373007,0.660982,-0.710660,2.303592,0.640724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,2.491667,-0.030537,-0.693014,-0.108965,-0.711987,-0.730883,2.368380,0.656201,0.001283,-0.739908,2.352706,0.651356,0.153182,-0.721324,2.308403,0.641145,0.000000,-0.770911,2.369908,0.654947,0.855200,-0.732975,2.435683,0.671815,0.085582,-0.689297,2.375199,0.661744,0.221043,-0.739967,2.350099,0.653517,,,,-0.770703,2.369706,0.654446,-0.733395,2.432429,0.670199,-0.689878,2.372234,0.662508,-0.717676,2.302598,0.642432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2.500000,-0.026912,-0.700077,-0.112049,-0.704708,-0.738062,2.367328,0.658008,0.001450,-0.746998,2.351542,0.653366,0.107214,-0.728107,2.307432,0.642883,0.000000,-0.778122,2.368396,0.657519,0.844938,-0.740625,2.434635,0.673533,0.099022,-0.696459,2.374632,0.662740,0.622898,-0.747090,2.348840,0.655699,,,,-0.778032,2.368372,0.656906,-0.740988,2.431325,0.672154,-0.697127,2.373613,0.661850,-0.724618,2.301540,0.644128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2.508333,-0.024911,-0.701546,-0.112157,-0.703302,-0.745304,2.366114,0.659857,0.001355,-0.754203,2.350285,0.655293,0.107214,-0.735202,2.306208,0.644872,0.000000,-0.785368,2.367047,0.659509,0.844938,-0.748036,2.433458,0.675195,0.099022,-0.703708,2.373571,0.664418,0.622898,-0.754350,2.347583,0.657543,,,,-0.785213,2.366973,0.658786,-0.748271,2.429936,0.673915,-0.704382,2.370274,0.665676,-0.731577,2.300344,0.645990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,2.516667,-0.023541,-0.702635,-0.112502,-0.702206,-0.752535,2.364888,0.661686,0.001270,-0.761404,2.349028,0.657172,0.156962,-0.742312,2.304986,0.646770,0.000000,-0.792603,2.365713,0.661447,0.898879,-0.755408,2.432250,0.676921,0.075937,-0.710948,2.372466,0.666120,0.118064,-0.761446,2.346320,0.659182,,,,-0.792410,2.365360,0.661491,-0.755867,2.428719,0.675929,-0.711466,2.369161,0.667241,-0.738572,2.299124,0.647707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,2.525000,-0.019854,-0.709043,-0.115193,-0.695409,-0.759706,2.363594,0.663597,0.001406,-0.768481,2.347628,0.659279,0.089148,-0.749100,2.303766,0.648649,0.000000,-0.799778,2.363986,0.664061,0.815327,-0.763039,2.430960,0.678717,0.058414,-0.718131,2.371631,0.667280,0.619493,-0.768544,2.344769,0.661537,,,,-0.799715,2.363876,0.663333,-0.763273,2.427320,0.677781,-0.718666,2.370283,0.666817,-0.745591,2.297830,0.649566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,2.533333,-0.019268,-0.709304,-0.114704,-0.695241,-0.766927,2.362282,0.665454,0.001456,-0.775700,2.346307,0.661165,0.089148,-0.756316,2.302433,0.650595,0.000000,-0.806999,2.362667,0.665937,0.815327,-0.770266,2.429671,0.680471,0.058414,-0.725352,2.370332,0.669105,0.619493,-0.775690,2.343633,0.662966,,,,-0.806741,2.362252,0.665654,-0.770485,2.425636,0.679854,-0.725910,2.366949,0.670495,-0.752451,2.296530,0.651339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,2.541667,-0.016494,-0.711552,-0.115493,-0.692880,-0.774129,2.360668,0.667529,0.001287,-0.782837,2.344630,0.663341,0.194017,-0.763265,2.300833,0.652796,0.000000,-0.814199,2.360828,0.668244,0.858802,-0.777763,2.428085,0.682353,0.000001,-0.732580,2.368965,0.670913,0.074843,-0.782766,2.341652,0.665659,,,,-0.814029,2.360636,0.667818,-0.778138,2.424324,0.681848,-0.732971,2.365574,0.672337,-0.759352,2.295085,0.653106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,2.550000,-0.007639,-0.713942,-0.108686,-0.691676,-0.781264,2.359472,0.669176,0.001485,-0.789927,2.343313,0.665378,0.183818,-0.770234,2.299359,0.655756,0.000000,-0.821332,2.359508,0.670017,0.809409,-0.785091,2.427191,0.682493,0.000001,-0.739734,2.367987,0.672237,0.558213,-0.789762,2.340391,0.666824,,,,-0.821002,2.358821,0.669985,-0.785230,2.422539,0.683721,-0.740038,2.366260,0.672019,-0.766242,2.293454,0.655060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,2.558333,-0.007115,-0.715194,-0.110737,-0.690061,-0.788443,2.357748,0.671191,0.001253,-0.797058,2.341563,0.667395,0.066196,-0.777228,2.297706,0.657610,0.000000,-0.828508,2.357624,0.672188,0.772892,-0.792486,2.425426,0.684656,0.000001,-0.746936,2.366422,0.674108,0.000001,-0.796735,2.338389,0.669338,,,,-0.828668,2.356810,0.671818,-0.792708,2.420982,0.685702,-0.747240,2.362580,0.675568,-0.773136,2.291893,0.656890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2.566667,-0.007262,-0.715813,-0.112309,-0.689163,-0.795615,2.356047,0.673171,0.001207,-0.804202,2.339852,0.669355,0.066196,-0.784299,2.296061,0.659425,0.000000,-0.835677,2.355833,0.674253,0.772892,-0.799775,2.423684,0.686801,0.000001,-0.754120,2.364804,0.676018,0.000001,-0.803888,2.336853,0.671032,,,,-0.835565,2.354891,0.674209,-0.800044,2.419301,0.687761,-0.754285,2.361053,0.677368,-0.779939,2.290275,0.658898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,2.575000,-0.004645,-0.721900,-0.115820,-0.682220,-0.802690,2.354253,0.675268,0.001310,-0.811177,2.337971,0.671600,0.137479,-0.791006,2.294387,0.661310,0.000000,-0.842722,2.353629,0.677058,0.762551,-0.807300,2.421843,0.688986,0.000001,-0.761243,2.363434,0.677382,0.002385,-0.810916,2.334826,0.673647,,,,-0.842677,2.353009,0.676197,-0.807181,2.417445,0.689659,-0.761392,2.361532,0.677221,-0.786759,2.288588,0.660774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,2.583333,-0.003463,-0.725561,-0.118412,-0.677885,-0.809772,2.352502,0.677171,0.001394,-0.818197,2.336172,0.673575,0.176511,-0.797867,2.292729,0.663005,0.000000,-0.849778,2.351625,0.679399,0.753582,-0.814656,2.420044,0.691031,0.000001,-0.768363,2.361941,0.678844,0.348935,-0.817783,2.333235,0.675007,,,,-0.849321,2.350834,0.679028,-0.814411,2.415535,0.691722,-0.768485,2.359340,0.678835,-0.793622,2.286774,0.662703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,2.591667,-0.000879,-0.730417,-0.121214,-0.672159,-0.816811,2.350523,0.679320,0.001178,-0.825140,2.334116,0.675852,0.024165,-0.804575,2.290849,0.665014,0.000000,-0.856771,2.349290,0.682119,0.645469,-0.822100,2.418027,0.693215,0.000001,-0.775469,2.360332,0.680398,0.413835,-0.824873,2.330738,0.677790,,,,-0.856731,2.348710,0.680825,-0.821816,2.413775,0.693821,-0.775455,2.358033,0.680855,-0.800462,2.284887,0.664657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,2.600000,0.001148,-0.733699,-0.123682,-0.668122,-0.823842,2.348596,0.681345,0.001242,-0.832086,2.332129,0.677957,0.024165,-0.811314,2.289014,0.666912,0.000000,-0.863763,2.347072,0.684536,0.645469,-0.829485,2.416059,0.695301,0.000001,-0.782564,2.358706,0.682018,0.413835,-0.831791,2.328939,0.679468,,,,-0.863700,2.346456,0.683444,-0.828881,2.411594,0.695882,-0.782389,2.356269,0.682629,-0.807249,2.282923,0.666702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,2.608333,0.003695,-0.738144,-0.125761,-0.662808,-0.830842,2.346442,0.683560,0.001288,-0.839000,2.329906,0.680304,0.114575,-0.818038,2.286938,0.669049,0.000000,-0.870705,2.344611,0.687277,0.686225,-0.836830,2.413880,0.697494,0.000001,-0.789639,2.356875,0.683678,0.370442,-0.838835,2.326397,0.682264,,,,-0.870657,2.344226,0.685855,-0.836134,2.409409,0.697983,-0.789431,2.354344,0.684426,-0.814052,2.280884,0.668874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,2.616667,0.005030,-0.738920,-0.126032,-0.661882,-0.837892,2.344121,0.685840,0.001147,-0.846014,2.327560,0.682627,0.070337,-0.824965,2.284627,0.671396,0.000000,-0.877741,2.342195,0.689642,0.627384,-0.844023,2.411566,0.699680,0.000001,-0.796715,2.354660,0.685856,0.000001,-0.845771,2.324314,0.684425,,,,-0.877664,2.342025,0.688163,-0.843362,2.407306,0.700193,-0.796507,2.350435,0.688093,-0.820841,2.278931,0.670835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2.625000,0.006777,-0.741848,-0.128319,-0.658142,-0.844883,2.341977,0.687945,0.001187,-0.852925,2.325364,0.684799,0.157225,-0.831699,2.282573,0.673366,0.000000,-0.884683,2.339790,0.692104,0.663678,-0.851329,2.409377,0.701861,0.000001,-0.803777,2.352784,0.687595,0.336300,-0.852612,2.322303,0.686176,,,,-0.884686,2.339386,0.690821,-0.850634,2.405096,0.702475,-0.803486,2.350262,0.688371,-0.827646,2.276564,0.673146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,2.633333,0.005688,-0.742130,-0.130402,-0.657423,-0.851855,2.339947,0.689825,0.001447,-0.859881,2.323337,0.686620,0.157225,-0.838619,2.280625,0.674960,0.000000,-0.891645,2.337689,0.694044,0.663678,-0.858365,2.407275,0.704052,0.000001,-0.810764,2.350809,0.689452,0.336300,-0.858921,2.320847,0.686739,,,,-0.891550,2.336929,0.693303,-0.857786,2.402641,0.704800,-0.810447,2.347973,0.690277,-0.834427,2.274281,0.675253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,2.641667,0.003492,-0.741063,-0.130956,-0.658532,-0.858860,2.337641,0.691921,0.001480,-0.866925,2.321066,0.688630,0.277209,-0.845754,2.278341,0.676851,0.000000,-0.898667,2.335477,0.696033,0.701197,-0.865217,2.404930,0.706401,0.000001,-0.817738,2.348388,0.691692,0.000001,-0.865846,2.318411,0.689009,,,,-0.898501,2.334295,0.695983,-0.864897,2.400166,0.707072,-0.817511,2.343915,0.693853,-0.842105,2.272440,0.676557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2.650000,0.003060,-0.741717,-0.132851,-0.657417,-0.865852,2.335293,0.694032,0.001555,-0.873890,2.318712,0.690709,0.189605,-0.852659,2.276070,0.678738,0.000000,-0.905643,2.333031,0.698242,0.601132,-0.872314,2.402522,0.708744,0.000001,-0.824754,2.346129,0.693729,0.072691,-0.872748,2.315800,0.691559,,,,-0.905362,2.331509,0.698628,-0.872175,2.397734,0.709560,-0.824880,2.342639,0.694979,-0.847911,2.269544,0.679934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,2.658333,0.003441,-0.742947,-0.134616,-0.655665,-0.872722,2.332862,0.696244,0.001287,-0.880719,2.316260,0.692925,0.189605,-0.859395,2.273711,0.680790,0.000000,-0.912488,2.330460,0.700614,0.601132,-0.879348,2.400043,0.711103,0.000001,-0.831662,2.343837,0.695791,0.072691,-0.879513,2.313025,0.694156,,,,-0.912179,2.328849,0.701445,-0.879125,2.395087,0.711993,-0.830879,2.340652,0.697009,-0.854683,2.267115,0.682155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,2.666667,0.003547,-0.744323,-0.136044,-0.653806,-0.879659,2.330293,0.698536,0.001527,-0.887628,2.313677,0.695226,0.083629,-0.866252,2.271201,0.682926,0.000000,-0.919398,2.327783,0.703082,0.540150,-0.886386,2.397433,0.713532,0.000001,-0.838629,2.341372,0.697914,0.125372,-0.886341,2.310496,0.696612,,,,-0.918998,2.326091,0.704291,-0.886285,2.392526,0.714482,-0.838575,2.337564,0.699260,-0.862205,2.264837,0.683614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,2.675000,0.003747,-0.745965,-0.137650,-0.651594,-0.886569,2.327639,0.700899,0.001572,-0.894507,2.311004,0.697604,0.053534,-0.873071,2.268613,0.685118,0.000000,-0.926276,2.325002,0.705655,0.338523,-0.893416,2.394733,0.716044,0.000001,-0.845577,2.338841,0.700074,0.008089,-0.893108,2.307783,0.699020,,,,-0.925815,2.322928,0.707232,-0.893283,2.389657,0.717071,-0.845561,2.335145,0.701517,-0.867901,2.261725,0.687060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,2.683333,0.004552,-0.747869,-0.139296,-0.649052,-0.893424,2.324877,0.703333,0.001589,-0.901314,2.308213,0.700072,0.000001,-0.879784,2.265919,0.687419,0.000000,-0.933089,2.322076,0.708328,0.293440,-0.900448,2.391930,0.718578,0.000001,-0.852482,2.336245,0.702270,0.016160,-0.899682,2.304808,0.701746,,,,-0.932510,2.319929,0.710072,-0.900272,2.386812,0.719656,-0.852383,2.332578,0.703694,-0.875453,2.259441,0.688527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,2.691667,0.005690,-0.750336,-0.140783,-0.645866,-0.900218,2.322003,0.705799,0.001618,-0.908058,2.305304,0.702598,0.000001,-0.886436,2.263108,0.689778,0.000000,-0.939831,2.319024,0.711097,0.293440,-0.907427,2.389024,0.721100,0.000001,-0.859337,2.333556,0.704422,0.016160,-0.906374,2.301841,0.704415,,,,-0.938925,2.317186,0.712964,-0.907137,2.383965,0.722120,-0.859113,2.329663,0.705571,-0.881153,2.256190,0.691750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,2.700000,0.007211,-0.752865,-0.142040,-0.642624,-0.906929,2.319033,0.708317,0.001385,-0.914714,2.302294,0.705190,0.000001,-0.892989,2.260191,0.692238,0.000000,-0.946486,2.315869,0.713924,0.306999,-0.914341,2.386032,0.723620,0.000001,-0.866116,2.330780,0.706616,0.000001,-0.912916,2.298773,0.707009,,,,-0.945567,2.313972,0.716049,-0.914010,2.381109,0.724525,-0.865401,2.326779,0.707803,-0.887622,2.253340,0.694231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,2.708333,0.008590,-0.756358,-0.143030,-0.638272,-0.913619,2.316013,0.710789,0.001514,-0.921360,2.299234,0.707767,0.000001,-0.899584,2.257212,0.694639,0.000000,-0.953099,2.312677,0.716821,0.238733,-0.921171,2.382998,0.726081,0.000001,-0.872880,2.327942,0.708636,0.039751,-0.919484,2.295719,0.709486,,,,-0.952062,2.310641,0.718834,-0.920454,2.378010,0.726768,-0.872422,2.324170,0.709199,-0.894016,2.250293,0.696600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,2.716667,0.010369,-0.759769,-0.143832,-0.633999,-0.920204,2.312865,0.713272,0.001326,-0.927894,2.296043,0.710365,0.000001,-0.906049,2.254100,0.697100,0.000000,-0.959603,2.309350,0.719719,0.206948,-0.927926,2.379845,0.728502,0.000001,-0.879548,2.324988,0.710674,0.000001,-0.925914,2.292415,0.711937,,,,-0.958307,2.307357,0.721819,-0.927154,2.374954,0.728973,-0.878589,2.320941,0.711252,-0.900340,2.247134,0.698819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,2.725000,0.011854,-0.762397,-0.143805,-0.630817,-0.926718,2.309650,0.715723,0.001340,-0.934378,2.292796,0.712922,0.000001,-0.912507,2.250883,0.699603,0.000000,-0.966055,2.306032,0.722484,0.206948,-0.934529,2.376647,0.730829,0.000001,-0.886122,2.321890,0.712777,0.000001,-0.932223,2.289413,0.714172,,,,-0.964561,2.304321,0.724182,-0.933657,2.371944,0.730951,-0.884889,2.317428,0.713513,-0.906729,2.244107,0.701004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2.733333,0.014193,-0.766535,-0.144478,-0.625579,-0.933172,2.306418,0.718020,0.001432,-0.940768,2.289510,0.715369,0.000001,-0.918821,2.247683,0.701911,0.000000,-0.972399,2.302594,0.725286,0.291005,-0.941184,2.373418,0.733009,0.000001,-0.892688,2.318884,0.714525,0.000001,-0.938542,2.286082,0.716393,,,,-0.970813,2.301070,0.726540,-0.940023,2.368799,0.732715,-0.891717,2.315240,0.714080,-0.912984,2.240975,0.703000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,2.741667,0.015669,-0.769543,-0.143592,-0.622045,-0.939532,2.303098,0.720294,0.001384,-0.947116,2.286164,0.717780,0.000001,-0.925198,2.244326,0.704305,0.000000,-0.978686,2.299223,0.727918,0.370213,-0.947555,2.370144,0.735073,0.000001,-0.899107,2.315633,0.716394,0.000001,-0.944720,2.282908,0.718355,,,,-0.976973,2.297750,0.729031,-0.946139,2.365495,0.734326,-0.897552,2.311275,0.716386,-0.919230,2.237688,0.705057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,2.750000,0.018065,-0.773864,-0.143700,-0.616571,-0.945847,2.299758,0.722406,0.001446,-0.953373,2.282774,0.720063,0.000001,-0.931413,2.240994,0.706477,0.000000,-0.984877,2.295711,0.730560,0.412708,-0.954029,2.366823,0.737008,0.000001,-0.905543,2.312488,0.717923,0.022861,-0.950914,2.279468,0.720439,,,,-0.983080,2.294315,0.731145,-0.952526,2.362294,0.736001,-0.904366,2.308930,0.716813,-0.925253,2.234440,0.707050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2.758333,0.020193,-0.776819,-0.142834,-0.612979,-0.952082,2.296310,0.724489,0.001318,-0.959574,2.279292,0.722294,0.000001,-0.937599,2.237514,0.708727,0.000000,-0.991027,2.292182,0.732997,0.412708,-0.960352,2.363421,0.738830,0.000001,-0.911858,2.309144,0.719598,0.022861,-0.957033,2.276163,0.722259,,,,-0.988993,2.290950,0.733401,-0.958827,2.359191,0.737470,-0.910227,2.304814,0.719021,-0.931456,2.230891,0.709049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,2.766667,0.022725,-0.780871,-0.141756,-0.607972,-0.958253,2.292842,0.726461,0.001167,-0.965704,2.275781,0.724460,0.000001,-0.943729,2.234005,0.710886,0.000000,-0.997078,2.288616,0.735460,0.379833,-0.966614,2.360008,0.740489,0.000001,-0.918141,2.305800,0.721010,0.000001,-0.963236,2.272578,0.724337,,,,-0.994963,2.287329,0.735622,-0.965016,2.355772,0.738774,-0.916358,2.301978,0.719588,-0.937532,2.227458,0.710866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
