Format Version,1.23,Take Name,Exp_A1_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2022-12-06 09.08.20.984 AM,Total Frames in Take,3465,Total Exported Frames,3465,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,BatonProperSheath,BatonProperSheath,BatonProperSheath,BatonProperSheath,BatonProperSheath,BatonProperSheath,BatonProperSheath,BatonProperSheath,"BatonProperSheath:Marker1","BatonProperSheath:Marker1","BatonProperSheath:Marker1","BatonProperSheath:Marker1","BatonProperSheath:Marker2","BatonProperSheath:Marker2","BatonProperSheath:Marker2","BatonProperSheath:Marker2","BatonProperSheath:Marker3","BatonProperSheath:Marker3","BatonProperSheath:Marker3","BatonProperSheath:Marker3","BatonProperSheath:Marker4","BatonProperSheath:Marker4","BatonProperSheath:Marker4","BatonProperSheath:Marker4","BatonProperSheath:Marker5","BatonProperSheath:Marker5","BatonProperSheath:Marker5","BatonProperSheath:Marker5",RigidBody 003,RigidBody 003,RigidBody 003,RigidBody 003,RigidBody 003,RigidBody 003,RigidBody 003,RigidBody 003,"RigidBody 003:Marker1","RigidBody 003:Marker1","RigidBody 003:Marker1","RigidBody 003:Marker1","RigidBody 003:Marker2","RigidBody 003:Marker2","RigidBody 003:Marker2","RigidBody 003:Marker2","RigidBody 003:Marker3","RigidBody 003:Marker3","RigidBody 003:Marker3","RigidBody 003:Marker3","RigidBody 003:Marker4","RigidBody 003:Marker4","RigidBody 003:Marker4","RigidBody 003:Marker4",RigidBody 003:Marker1,RigidBody 003:Marker1,RigidBody 003:Marker1,RigidBody 003:Marker2,RigidBody 003:Marker2,RigidBody 003:Marker2,RigidBody 003:Marker3,RigidBody 003:Marker3,RigidBody 003:Marker3,RigidBody 003:Marker4,RigidBody 003:Marker4,RigidBody 003:Marker4,Unlabeled 1224,Unlabeled 1224,Unlabeled 1224,Unlabeled 1225,Unlabeled 1225,Unlabeled 1225,Unlabeled 1226,Unlabeled 1226,Unlabeled 1226,Unlabeled 1227,Unlabeled 1227,Unlabeled 1227,Unlabeled 1228,Unlabeled 1228,Unlabeled 1228,Unlabeled 1229,Unlabeled 1229,Unlabeled 1229,Unlabeled 1230,Unlabeled 1230,Unlabeled 1230,Unlabeled 1232,Unlabeled 1232,Unlabeled 1232,Unlabeled 1233,Unlabeled 1233,Unlabeled 1233,Unlabeled 1234,Unlabeled 1234,Unlabeled 1234,Unlabeled 1235,Unlabeled 1235,Unlabeled 1235,Unlabeled 1236,Unlabeled 1236,Unlabeled 1236,Unlabeled 1238,Unlabeled 1238,Unlabeled 1238,Unlabeled 1239,Unlabeled 1239,Unlabeled 1239,Unlabeled 1240,Unlabeled 1240,Unlabeled 1240,Unlabeled 1241,Unlabeled 1241,Unlabeled 1241,Unlabeled 1242,Unlabeled 1242,Unlabeled 1242,Unlabeled 1243,Unlabeled 1243,Unlabeled 1243,Unlabeled 1244,Unlabeled 1244,Unlabeled 1244,Unlabeled 1245,Unlabeled 1245,Unlabeled 1245,Unlabeled 1246,Unlabeled 1246,Unlabeled 1246,Unlabeled 1247,Unlabeled 1247,Unlabeled 1247,Unlabeled 1248,Unlabeled 1248,Unlabeled 1248,Unlabeled 1249,Unlabeled 1249,Unlabeled 1249,Unlabeled 1250,Unlabeled 1250,Unlabeled 1250,Unlabeled 1251,Unlabeled 1251,Unlabeled 1251,Unlabeled 1252,Unlabeled 1252,Unlabeled 1252,Unlabeled 1253,Unlabeled 1253,Unlabeled 1253,Unlabeled 1254,Unlabeled 1254,Unlabeled 1254,Unlabeled 1255,Unlabeled 1255,Unlabeled 1255,Unlabeled 1256,Unlabeled 1256,Unlabeled 1256,Unlabeled 1257,Unlabeled 1257,Unlabeled 1257,Unlabeled 1258,Unlabeled 1258,Unlabeled 1258,Unlabeled 1259,Unlabeled 1259,Unlabeled 1259,Unlabeled 1260,Unlabeled 1260,Unlabeled 1260,Unlabeled 1261,Unlabeled 1261,Unlabeled 1261,Unlabeled 1262,Unlabeled 1262,Unlabeled 1262,Unlabeled 1263,Unlabeled 1263,Unlabeled 1263,Unlabeled 1264,Unlabeled 1264,Unlabeled 1264,Unlabeled 1266,Unlabeled 1266,Unlabeled 1266,Unlabeled 1267,Unlabeled 1267,Unlabeled 1267,Unlabeled 1268,Unlabeled 1268,Unlabeled 1268,Unlabeled 1269,Unlabeled 1269,Unlabeled 1269,Unlabeled 1270,Unlabeled 1270,Unlabeled 1270,Unlabeled 1271,Unlabeled 1271,Unlabeled 1271,Unlabeled 1272,Unlabeled 1272,Unlabeled 1272,Unlabeled 1273,Unlabeled 1273,Unlabeled 1273,Unlabeled 1274,Unlabeled 1274,Unlabeled 1274,Unlabeled 1275,Unlabeled 1275,Unlabeled 1275,Unlabeled 1276,Unlabeled 1276,Unlabeled 1276,Unlabeled 1277,Unlabeled 1277,Unlabeled 1277,Unlabeled 1278,Unlabeled 1278,Unlabeled 1278,Unlabeled 1279,Unlabeled 1279,Unlabeled 1279,Unlabeled 1280,Unlabeled 1280,Unlabeled 1280,Unlabeled 1281,Unlabeled 1281,Unlabeled 1281,Unlabeled 1282,Unlabeled 1282,Unlabeled 1282,Unlabeled 1283,Unlabeled 1283,Unlabeled 1283,Unlabeled 1284,Unlabeled 1284,Unlabeled 1284,Unlabeled 1285,Unlabeled 1285,Unlabeled 1285,Unlabeled 1286,Unlabeled 1286,Unlabeled 1286,Unlabeled 1287,Unlabeled 1287,Unlabeled 1287,Unlabeled 1288,Unlabeled 1288,Unlabeled 1288,Unlabeled 1289,Unlabeled 1289,Unlabeled 1289,Unlabeled 1291,Unlabeled 1291,Unlabeled 1291,Unlabeled 1292,Unlabeled 1292,Unlabeled 1292,Unlabeled 1293,Unlabeled 1293,Unlabeled 1293,Unlabeled 1294,Unlabeled 1294,Unlabeled 1294,Unlabeled 1295,Unlabeled 1295,Unlabeled 1295,Unlabeled 1296,Unlabeled 1296,Unlabeled 1296,Unlabeled 1297,Unlabeled 1297,Unlabeled 1297,Unlabeled 1298,Unlabeled 1298,Unlabeled 1298,Unlabeled 1299,Unlabeled 1299,Unlabeled 1299,Unlabeled 1300,Unlabeled 1300,Unlabeled 1300,Unlabeled 1301,Unlabeled 1301,Unlabeled 1301,Unlabeled 1302,Unlabeled 1302,Unlabeled 1302,Unlabeled 1303,Unlabeled 1303,Unlabeled 1303,Unlabeled 1304,Unlabeled 1304,Unlabeled 1304,Unlabeled 1305,Unlabeled 1305,Unlabeled 1305,Unlabeled 1306,Unlabeled 1306,Unlabeled 1306,Unlabeled 1307,Unlabeled 1307,Unlabeled 1307,Unlabeled 1308,Unlabeled 1308,Unlabeled 1308,Unlabeled 1309,Unlabeled 1309,Unlabeled 1309,Unlabeled 1311,Unlabeled 1311,Unlabeled 1311,Unlabeled 1312,Unlabeled 1312,Unlabeled 1312,Unlabeled 1313,Unlabeled 1313,Unlabeled 1313,Unlabeled 1314,Unlabeled 1314,Unlabeled 1314,Unlabeled 1315,Unlabeled 1315,Unlabeled 1315,Unlabeled 1316,Unlabeled 1316,Unlabeled 1316,Unlabeled 1317,Unlabeled 1317,Unlabeled 1317,Unlabeled 1318,Unlabeled 1318,Unlabeled 1318,Unlabeled 1319,Unlabeled 1319,Unlabeled 1319,Unlabeled 1320,Unlabeled 1320,Unlabeled 1320,Unlabeled 1321,Unlabeled 1321,Unlabeled 1321,Unlabeled 1322,Unlabeled 1322,Unlabeled 1322,Unlabeled 1323,Unlabeled 1323,Unlabeled 1323,Unlabeled 1324,Unlabeled 1324,Unlabeled 1324,Unlabeled 1325,Unlabeled 1325,Unlabeled 1325,Unlabeled 1326,Unlabeled 1326,Unlabeled 1326,Unlabeled 1327,Unlabeled 1327,Unlabeled 1327,Unlabeled 1328,Unlabeled 1328,Unlabeled 1328,Unlabeled 1329,Unlabeled 1329,Unlabeled 1329,Unlabeled 1330,Unlabeled 1330,Unlabeled 1330,Unlabeled 1331,Unlabeled 1331,Unlabeled 1331,Unlabeled 1332,Unlabeled 1332,Unlabeled 1332,Unlabeled 1333,Unlabeled 1333,Unlabeled 1333,Unlabeled 1334,Unlabeled 1334,Unlabeled 1334,Unlabeled 1335,Unlabeled 1335,Unlabeled 1335,Unlabeled 1336,Unlabeled 1336,Unlabeled 1336
,ID,"A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","A846241774E311ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","69D9693B74E811ED94BEEB680077B8","CFB00","CFB00","CFB00","D1310","D1310","D1310","D15D0","D15D0","D15D0","CE290","CE290","CE290","D16B0","D16B0","D16B0","D1660","D1660","D1660","D16C0","D16C0","D16C0","D1610","D1610","D1610","D1630","D1630","D1630","D15A0","D15A0","D15A0","D16D0","D16D0","D16D0","D1710","D1710","D1710","D1700","D1700","D1700","D1740","D1740","D1740","D1750","D1750","D1750","D1760","D1760","D1760","D1730","D1730","D1730","D16F0","D16F0","D16F0","D17B0","D17B0","D17B0","D1770","D1770","D1770","D17A0","D17A0","D17A0","D1790","D1790","D1790","D1780","D1780","D1780","D17D0","D17D0","D17D0","D1810","D1810","D1810","D17C0","D17C0","D17C0","D1820","D1820","D1820","D17F0","D17F0","D17F0","D17E0","D17E0","D17E0","D1800","D1800","D1800","D1830","D1830","D1830","D1840","D1840","D1840","D1850","D1850","D1850","D1870","D1870","D1870","D1860","D1860","D1860","D18A0","D18A0","D18A0","D1890","D1890","D1890","D1880","D1880","D1880","D18D0","D18D0","D18D0","D18E0","D18E0","D18E0","D1900","D1900","D1900","D1910","D1910","D1910","D18F0","D18F0","D18F0","D1950","D1950","D1950","D1930","D1930","D1930","D1940","D1940","D1940","D18C0","D18C0","D18C0","D1980","D1980","D1980","D19A0","D19A0","D19A0","D1960","D1960","D1960","D1970","D1970","D1970","D19B0","D19B0","D19B0","D19E0","D19E0","D19E0","D19C0","D19C0","D19C0","D19D0","D19D0","D19D0","D1990","D1990","D1990","D19F0","D19F0","D19F0","D1A20","D1A20","D1A20","D1A30","D1A30","D1A30","D1A00","D1A00","D1A00","D1A10","D1A10","D1A10","D18B0","D18B0","D18B0","D1A80","D1A80","D1A80","D1A90","D1A90","D1A90","D1A40","D1A40","D1A40","D1AA0","D1AA0","D1AA0","D1A50","D1A50","D1A50","D1A70","D1A70","D1A70","D1AB0","D1AB0","D1AB0","D1AE0","D1AE0","D1AE0","D1AD0","D1AD0","D1AD0","D1AC0","D1AC0","D1AC0","D1AF0","D1AF0","D1AF0","D1B00","D1B00","D1B00","D1B50","D1B50","D1B50","D1B10","D1B10","D1B10","D1B70","D1B70","D1B70","D1B40","D1B40","D1B40","D1B60","D1B60","D1B60","D1B80","D1B80","D1B80","D1BA0","D1BA0","D1BA0","D1B90","D1B90","D1B90","D1B20","D1B20","D1B20","D1BD0","D1BD0","D1BD0","D1BF0","D1BF0","D1BF0","D1BB0","D1BB0","D1BB0","D1C10","D1C10","D1C10","D1C20","D1C20","D1C20","D1C30","D1C30","D1C30","D1C00","D1C00","D1C00","D1BE0","D1BE0","D1BE0","D1C60","D1C60","D1C60","D1C40","D1C40","D1C40","D1C50","D1C50","D1C50","D1C70","D1C70","D1C70","D1CA0","D1CA0","D1CA0","D1CC0","D1CC0","D1CC0","D1C90","D1C90","D1C90","D1CD0","D1CD0","D1CD0","D1CE0","D1CE0","D1CE0","D1C80","D1C80","D1C80","D1CF0","D1CF0","D1CF0","D1D00","D1D00","D1D00","D1D10","D1D10","D1D10","D1CB0","D1CB0","D1CB0","D1D20","D1D20","D1D20","D1D30","D1D30","D1D30","D1D50","D1D50","D1D50","D1D40","D1D40","D1D40","D1D80","D1D80","D1D80","D1DA0","D1DA0","D1DA0","D1D60","D1D60","D1D60"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.183813,0.659486,-0.720324,-0.111462,-0.453890,1.166459,0.604421,0.000548,-0.434733,1.130750,0.589384,0.923892,-0.473096,1.198191,0.616472,0.872979,-0.425174,1.163586,0.666358,0.829993,-0.482558,1.173307,0.545468,0.840246,-0.434509,1.130870,0.589553,-0.472801,1.197914,0.616165,-0.425137,1.163365,0.667000,-0.483000,1.173282,0.545007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.008333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.183872,0.659492,-0.720319,-0.111362,-0.453903,1.166489,0.604450,0.000571,-0.434737,1.130785,0.589413,0.923892,-0.473116,1.198216,0.616503,0.872979,-0.425189,1.163619,0.666389,0.829993,-0.482570,1.173335,0.545497,0.840246,-0.434539,1.130919,0.589594,-0.472850,1.197958,0.616186,-0.425174,1.163389,0.667042,-0.483040,1.173409,0.545004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.016667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.434555,1.130965,0.589598,-0.472847,1.197967,0.616227,-0.425183,1.163377,0.667053,-0.483072,1.173489,0.544968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.025000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183566,-0.659687,0.720314,0.110747,-0.453910,1.166425,0.604466,0.000558,-0.434710,1.130736,0.589437,0.929482,-0.473152,1.198139,0.616508,0.902397,-0.425275,1.163539,0.666440,0.840711,-0.482503,1.173286,0.545478,0.818294,-0.434582,1.130930,0.589598,-0.472882,1.198011,0.616256,-0.425199,1.163451,0.667067,-0.483093,1.173387,0.545066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183646,-0.659662,0.720311,0.110781,-0.453920,1.166428,0.604479,0.000544,-0.434720,1.130740,0.589448,0.929482,-0.473162,1.198142,0.616523,0.902397,-0.425275,1.163546,0.666449,0.840711,-0.482524,1.173286,0.545496,0.818294,-0.434588,1.130951,0.589619,-0.472888,1.197992,0.616258,-0.425198,1.163424,0.667071,-0.483130,1.173384,0.545123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
