0.375000,-0.517917,1.378715,0.405080
0.383333,-0.551258,1.408034,0.431402
0.391667,-0.580922,1.436463,0.455969
0.408333,-0.627353,1.488745,0.497161
0.416667,-0.646745,1.517286,0.516966
0.425000,-0.663107,1.545330,0.535536
0.433333,-0.677400,1.572433,0.553137
0.441667,-0.689300,1.599304,0.569602
0.450000,-0.699140,1.625949,0.585181
0.458333,-0.707166,1.652202,0.600329
0.466667,-0.713184,1.678915,0.614556
0.475000,-0.717853,1.705357,0.628567
0.483333,-0.721310,1.731480,0.642561
0.491667,-0.723286,1.757801,0.656317
0.500000,-0.723850,1.783868,0.670341
0.508333,-0.723285,1.809745,0.684113
0.516667,-0.721586,1.835194,0.697840
0.525000,-0.718843,1.860084,0.711669
0.533333,-0.715168,1.884065,0.725694
0.541667,-0.710465,1.907190,0.739654
0.550000,-0.704793,1.929269,0.753427
0.558333,-0.698307,1.950263,0.767065
0.566667,-0.691009,1.970046,0.780378
0.575000,-0.683417,1.987983,0.793288
0.583333,-0.674947,2.004979,0.805664
0.591667,-0.666178,2.020264,0.817490
0.600000,-0.657093,2.033952,0.828556
0.608333,-0.647830,2.045989,0.838879
0.616667,-0.638420,2.056388,0.848319
0.625000,-0.628957,2.065137,0.856850
0.633333,-0.619503,2.072308,0.864371
0.641667,-0.610114,2.077914,0.870884
0.650000,-0.600781,2.082018,0.876396
0.658333,-0.591526,2.084646,0.880902
0.666667,-0.582415,2.085806,0.884399
0.675000,-0.573332,2.085635,0.886872
0.683333,-0.564353,2.084118,0.888275
0.691667,-0.555454,2.081314,0.888510
0.700000,-0.547289,2.077003,0.887629
0.708333,-0.538152,2.071916,0.885033
0.716667,-0.529376,2.065474,0.880959
0.725000,-0.520972,2.057717,0.875165
0.733333,-0.513001,2.048670,0.867615
0.741667,-0.506002,2.037962,0.858475
0.750000,-0.499413,2.026014,0.847321
0.758333,-0.493590,2.012682,0.834161
0.766667,-0.488664,1.997871,0.819021
0.775000,-0.484868,1.981477,0.802099
0.783333,-0.482140,1.963543,0.783275
0.800000,-0.480775,1.926528,0.746054
0.808333,-0.482797,1.902403,0.723600
