0.008333,-0.336493,1.080163,0.141929
0.016667,-0.336495,1.080811,0.141943
0.025000,-0.336592,1.080361,0.141685
0.033333,-0.337209,1.080275,0.141273
0.041667,-0.337821,1.080187,0.140867
0.050000,-0.338429,1.080096,0.140466
0.058333,-0.338336,1.080181,0.140228
0.066667,-0.338546,1.080050,0.140642
0.075000,-0.345936,1.114078,0.115455
0.083333,-0.346013,1.114622,0.115720
0.541667,-0.350237,1.138688,0.127628
0.550000,-0.350784,1.138751,0.127865
0.558333,-0.350729,1.138768,0.128026
0.566667,-0.351594,1.138203,0.127527
0.575000,-0.352535,1.139714,0.125754
0.583333,-0.353480,1.141282,0.124004
0.591667,-0.353443,1.141126,0.123804
0.600000,-0.352994,1.141735,0.123533
0.608333,-0.352555,1.142395,0.123258
0.616667,-0.353088,1.142350,0.123511
0.625000,-0.353760,1.142482,0.123684
0.633333,-0.353959,1.143004,0.123276
0.641667,-0.354163,1.143584,0.122869
0.650000,-0.354368,1.144055,0.123124
0.658333,-0.355442,1.144715,0.122260
0.666667,-0.356269,1.144974,0.122467
0.675000,-0.356475,1.145541,0.122702
0.683333,-0.356495,1.145894,0.122820
0.691667,-0.357210,1.146322,0.122235
0.700000,-0.357614,1.146842,0.122465
0.708333,-0.358067,1.147920,0.122788
0.716667,-0.358289,1.148905,0.122890
0.725000,-0.359656,1.149791,0.123038
0.733333,-0.360888,1.151008,0.123205
0.741667,-0.361174,1.151887,0.123172
0.750000,-0.362086,1.152947,0.123162
0.758333,-0.362266,1.154040,0.122746
0.766667,-0.362564,1.155018,0.122471
0.775000,-0.363259,1.155356,0.122009
0.783333,-0.364182,1.156591,0.122200
0.791667,-0.364618,1.157504,0.122139
0.800000,-0.365058,1.159294,0.122130
0.808333,-0.365599,1.160872,0.121642
0.816667,-0.366661,1.162028,0.121126
0.825000,-0.367123,1.163257,0.121419
0.833333,-0.367447,1.164580,0.121183
0.841667,-0.368070,1.165748,0.121435
0.850000,-0.368684,1.166944,0.121690
0.858333,-0.369152,1.167729,0.121387
0.866667,-0.369762,1.168972,0.121645
0.875000,-0.370608,1.171008,0.121573
0.883333,-0.371211,1.172275,0.121835
0.891667,-0.371723,1.174283,0.122414
0.900000,-0.372332,1.175559,0.122671
0.908333,-0.372829,1.177557,0.123251
0.916667,-0.373435,1.178821,0.123504
0.925000,-0.373454,1.179942,0.123551
0.933333,-0.374274,1.181630,0.123621
0.941667,-0.374922,1.183190,0.123302
0.950000,-0.375395,1.185055,0.123888
0.958333,-0.375715,1.185930,0.124376
0.966667,-0.376548,1.187656,0.124531
0.975000,-0.376859,1.188875,0.124313
0.983333,-0.377832,1.190612,0.123801
0.991667,-0.378141,1.191720,0.123594
1.000000,-0.378559,1.193187,0.123200
1.008333,-0.378975,1.194589,0.122800
1.016667,-0.379627,1.195158,0.122492
1.025000,-0.380118,1.196537,0.122523
1.033333,-0.380352,1.197618,0.122825
1.041667,-0.381033,1.198363,0.123216
1.050000,-0.381717,1.199294,0.123675
1.058333,-0.381946,1.200221,0.123811
1.066667,-0.383169,1.200466,0.122977
1.075000,-0.383716,1.201042,0.123689
1.083333,-0.383939,1.201629,0.124011
1.091667,-0.384296,1.202079,0.123794
1.100000,-0.384949,1.202555,0.123727
1.108333,-0.385056,1.203141,0.123858
1.116667,-0.386081,1.203274,0.123513
1.125000,-0.386238,1.203014,0.123382
1.133333,-0.386236,1.202959,0.123537
1.141667,-0.387245,1.202831,0.123220
1.150000,-0.387397,1.202517,0.123310
1.158333,-0.387366,1.202193,0.123509
1.166667,-0.387665,1.201663,0.123874
1.175000,-0.388111,1.200767,0.123195
1.183333,-0.388422,1.199794,0.123346
1.191667,-0.389053,1.198503,0.123319
1.200000,-0.389446,1.197519,0.122858
1.208333,-0.390003,1.196530,0.122772
