Format Version,1.23,Take Name,Exp_00A,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-06-08 10.54.50.269 AM,Total Frames in Take,1435,Total Exported Frames,1435,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
368,3.066667,0.035496,0.994148,0.077175,-0.066739,-0.384157,1.217946,0.082504,0.000315,-0.395229,1.178132,0.090710,0.000000,-0.449830,1.219255,0.092025,0.000001,-0.377676,1.256511,0.075641,0.000001,-0.313892,1.217887,0.071639,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.449986,1.229881,0.091486,-0.378117,1.269471,0.077014,-0.314231,1.230619,0.070348,-0.394919,1.190700,0.081567,-0.375458,1.052211,0.155841,-0.324160,0.967983,0.159652,-0.323370,0.991197,0.183537,-0.351323,1.051646,0.106830,-0.356114,1.006212,0.195938,,,,,,,,,,,,,,,,,,,-0.387196,0.944749,0.114267,0.819630,0.571648,-3.612114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.371301,1.203466,0.101955,-0.392583,1.002365,0.072809,1.169348,2.016387,-1.121155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,3.075000,0.035568,0.994147,0.077168,-0.066727,-0.384162,1.217921,0.082569,0.000292,-0.395239,1.178109,0.090777,0.000000,-0.449835,1.219240,0.092089,0.000001,-0.377676,1.256485,0.075705,0.000001,-0.313896,1.217852,0.071705,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.450138,1.229945,0.091460,-0.378503,1.269289,0.077184,-0.314545,1.230383,0.070558,-0.395307,1.190382,0.081800,-0.375622,1.052128,0.155919,-0.324274,0.968009,0.159722,-0.323479,0.991192,0.183577,-0.351576,1.051373,0.107098,-0.356252,1.006183,0.196004,,,,,,,,,,,,,,,,,,,-0.387299,0.944723,0.114365,0.819601,0.571518,-3.612328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.371445,1.203458,0.102025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,3.083333,0.035642,0.994144,0.077177,-0.066716,-0.384169,1.217898,0.082634,0.000293,-0.395253,1.178087,0.090841,0.000000,-0.449842,1.219226,0.092153,0.000001,-0.377677,1.256460,0.075770,0.000001,-0.313904,1.217818,0.071770,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.450339,1.229957,0.091448,-0.378817,1.269142,0.077308,-0.314781,1.230342,0.070566,-0.395499,1.190555,0.081663,-0.375757,1.052132,0.155947,-0.324346,0.968162,0.159619,-0.323651,0.991107,0.183691,-0.351738,1.051300,0.107174,-0.357132,1.005702,0.196211,,,,,,,,,,,,,,,,,,,-0.387417,0.944666,0.114464,0.819548,0.571419,-3.612404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.371637,1.203446,0.102092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,3.091667,0.035710,0.994144,0.077149,-0.066710,-0.384179,1.217873,0.082698,0.000327,-0.395268,1.178065,0.090908,0.000000,-0.449852,1.219211,0.092217,0.000001,-0.377682,1.256435,0.075832,0.000001,-0.313913,1.217783,0.071834,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.450531,1.229946,0.091521,-0.378995,1.269398,0.077017,-0.314960,1.230409,0.070470,-0.395670,1.190561,0.081690,-0.375862,1.052218,0.155970,-0.324379,0.968566,0.159404,-0.323764,0.991203,0.183696,-0.351908,1.051275,0.107269,-0.357195,1.005684,0.196282,,,,,,,,,,,,,,,,,,,-0.387458,0.944802,0.114702,0.819563,0.571442,-3.612251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.371780,1.203388,0.102090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,3.100000,0.035765,0.994141,0.077156,-0.066719,-0.384190,1.217854,0.082760,0.000235,-0.395283,1.178046,0.090970,0.000000,-0.449863,1.219199,0.092281,0.000001,-0.377689,1.256414,0.075894,0.000001,-0.313925,1.217756,0.071894,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.450716,1.229986,0.091530,-0.379266,1.269383,0.077133,-0.315104,1.230812,0.070190,-0.395800,1.190735,0.081577,-0.375986,1.052240,0.156087,-0.324478,0.968818,0.159259,-0.323882,0.991224,0.183844,-0.352117,1.051131,0.107566,-0.357324,1.005665,0.196334,,,,,,,,,,,,,,,,,,,-0.387527,0.944984,0.114860,0.819607,0.571510,-3.612328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.371952,1.203346,0.102145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,3.108333,0.035817,0.994137,0.077175,-0.066734,-0.384203,1.217835,0.082819,0.000279,-0.395301,1.178029,0.091028,0.000000,-0.449876,1.219187,0.092343,0.000001,-0.377699,1.256395,0.075955,0.000001,-0.313939,1.217731,0.071951,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.450843,1.230083,0.091387,-0.379504,1.269280,0.077061,-0.315203,1.230975,0.069939,-0.395919,1.190753,0.081496,-0.376084,1.052291,0.156079,-0.324536,0.968975,0.159138,-0.324001,0.991206,0.183882,-0.352224,1.051184,0.107520,-0.357456,1.005864,0.196434,,,,,,,,,,,,,,,,,,,-0.387567,0.945228,0.115016,0.819571,0.571465,-3.612465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.372097,1.203405,0.102138,-0.393260,1.003544,0.074153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,3.116667,0.035862,0.994132,0.077193,-0.066764,-0.384218,1.217819,0.082876,0.000185,-0.395318,1.178013,0.091085,0.000000,-0.449889,1.219176,0.092404,0.000001,-0.377710,1.256379,0.076013,0.000001,-0.313954,1.217709,0.072004,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.450995,1.230098,0.091440,-0.379524,1.269531,0.076864,-0.315311,1.231232,0.069611,-0.396049,1.190736,0.081563,-0.376214,1.052302,0.156189,-0.324634,0.969058,0.159173,-0.324132,0.991122,0.184004,-0.352371,1.051164,0.107652,-0.357539,1.005881,0.196543,,,,,,,,,,,,,,,,,,,-0.387670,0.945186,0.115061,0.819569,0.571480,-3.612305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.372188,1.203415,0.102180,-0.393409,1.003548,0.074201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,3.125000,0.035977,0.994159,0.076830,-0.066716,-0.384237,1.217816,0.082944,0.000443,-0.395345,1.178018,0.091182,0.000000,-0.449909,1.219192,0.092468,0.000000,-0.377722,1.256370,0.076052,0.000001,-0.313973,1.217685,0.072076,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.450491,1.226453,0.091540,-0.379642,1.269608,0.076889,-0.315470,1.231237,0.069656,-0.396132,1.190893,0.081502,-0.376333,1.052310,0.156313,-0.324754,0.969039,0.159312,-0.324224,0.991156,0.184072,-0.352566,1.051064,0.107879,-0.357618,1.005823,0.196625,,,,,,,,,,,,,,,,,,,-0.387721,0.945314,0.115244,0.819651,0.571678,-3.611977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.372290,1.203403,0.102237,-0.393563,1.003460,0.074202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,3.133333,0.035922,0.994114,0.077371,-0.066789,-0.384251,1.217777,0.083002,0.000580,-0.395356,1.177970,0.091197,0.000001,-0.449921,1.219140,0.092534,0.000001,-0.377738,1.256338,0.076152,0.000000,-0.313987,1.217660,0.072126,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.395847,1.185670,0.083292,-0.450617,1.226454,0.091711,-0.379813,1.269560,0.076973,-0.315708,1.231120,0.069813,,,,-0.376406,1.052464,0.156252,-0.324849,0.969123,0.159279,-0.324332,0.991138,0.184188,-0.352701,1.051028,0.107984,-0.357672,1.005915,0.196716,,,,,,,,,,,,,,,,,,,-0.387802,0.945386,0.115386,0.819567,0.571514,-3.612221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.372373,1.203418,0.102307,-0.393705,1.003468,0.074242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,3.141667,0.036037,0.994141,0.077009,-0.066742,-0.384274,1.217774,0.083072,0.000408,-0.395387,1.177975,0.091295,0.000000,-0.449945,1.219157,0.092599,0.000000,-0.377754,1.256329,0.076193,0.000001,-0.314010,1.217637,0.072199,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.450776,1.226505,0.091828,-0.379973,1.269655,0.077041,-0.315887,1.231190,0.069916,-0.396368,1.191174,0.081513,-0.376547,1.052437,0.156448,-0.324962,0.969038,0.159487,-0.324435,0.991117,0.184300,-0.352851,1.051091,0.108046,-0.357716,1.006063,0.196765,,,,,,,,,,,,,,,,,,,-0.387859,0.945541,0.115450,0.819624,0.571602,-3.612083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.372556,1.203434,0.102377,-0.393834,1.003462,0.074249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,3.150000,0.036153,0.994168,0.076646,-0.066694,-0.384300,1.217772,0.083141,0.000452,-0.395421,1.177982,0.091394,0.000000,-0.449971,1.219174,0.092664,0.000000,-0.377772,1.256321,0.076234,0.000001,-0.314036,1.217613,0.072273,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.450993,1.226591,0.091906,-0.380190,1.269745,0.077091,-0.316139,1.231122,0.070036,-0.396546,1.191187,0.081576,-0.376639,1.052495,0.156440,-0.325035,0.969108,0.159486,-0.324469,0.991232,0.184248,-0.352995,1.051135,0.108090,-0.357803,1.006167,0.196827,,,,,,,,,,,,,,,,,,,-0.387915,0.945750,0.115514,0.819592,0.571499,-3.612350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.372740,1.203509,0.102451,-0.393949,1.003446,0.074258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,3.158333,0.036201,0.994163,0.076649,-0.066736,-0.384326,1.217755,0.083204,0.000294,-0.395450,1.177965,0.091458,0.000000,-0.449996,1.219162,0.092732,0.000001,-0.377795,1.256303,0.076296,0.000001,-0.314062,1.217589,0.072329,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.452064,1.229996,0.092283,-0.380472,1.269673,0.077356,-0.316424,1.230994,0.070151,-0.396760,1.191281,0.081637,-0.376736,1.052879,0.156245,-0.325091,0.969343,0.159291,-0.324540,0.991117,0.184368,-0.353239,1.051114,0.108299,-0.357758,1.006403,0.196830,,,,,,,,,,,,,,,,,,,-0.387977,0.945785,0.115518,0.819536,0.571384,-3.612518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.372831,1.203520,0.102551,-0.394063,1.003496,0.074222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,3.166667,0.036232,0.994162,0.076618,-0.066775,-0.384356,1.217738,0.083268,0.000454,-0.395481,1.177949,0.091525,0.000000,-0.450025,1.219149,0.092802,0.000001,-0.377823,1.256285,0.076358,0.000001,-0.314093,1.217568,0.072388,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.452518,1.229832,0.092456,-0.380714,1.269975,0.077282,-0.316748,1.231167,0.070403,-0.397038,1.191296,0.081841,-0.376824,1.053021,0.156310,-0.325128,0.969344,0.159533,-0.324629,0.991320,0.184445,-0.353321,1.051254,0.108331,-0.357858,1.006294,0.196890,,,,,,,,,,,,,,,,,,,-0.388053,0.945880,0.115587,0.819592,0.571495,-3.612282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.373190,1.203465,0.102582,-0.394194,1.003512,0.074246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,3.175000,0.036263,0.994161,0.076591,-0.066799,-0.384388,1.217722,0.083334,0.000370,-0.395515,1.177935,0.091594,0.000000,-0.450057,1.219138,0.092872,0.000001,-0.377855,1.256269,0.076421,0.000001,-0.314127,1.217548,0.072450,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.452715,1.230035,0.092452,-0.381019,1.270046,0.077498,-0.317094,1.231301,0.070769,-0.397335,1.191387,0.082042,-0.376953,1.053136,0.156465,-0.325224,0.969404,0.159784,-0.324702,0.991404,0.184558,-0.353415,1.051481,0.108332,-0.357954,1.006393,0.196905,,,,,,,,,,,,,,,,,,,-0.388142,0.945921,0.115636,0.819647,0.571545,-3.612213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.373543,1.203485,0.102624,-0.394302,1.003491,0.074262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,3.183333,0.036294,0.994160,0.076575,-0.066817,-0.384424,1.217709,0.083401,0.000310,-0.395553,1.177922,0.091663,0.000000,-0.450093,1.219129,0.092941,0.000001,-0.377889,1.256255,0.076486,0.000001,-0.314163,1.217531,0.072514,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.452954,1.230165,0.092488,-0.381440,1.269984,0.077736,-0.317433,1.231416,0.070971,-0.397603,1.191328,0.082227,-0.377082,1.053204,0.156578,-0.325299,0.969427,0.159889,-0.324746,0.991503,0.184573,-0.353523,1.051569,0.108407,-0.357981,1.006679,0.196891,,,,,,,,,,,,,,,,,,,-0.388235,0.945901,0.115490,0.819544,0.571304,-3.612511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.374532,1.202988,0.102196,-0.394419,1.003523,0.074235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,3.191667,0.036319,0.994159,0.076561,-0.066835,-0.384463,1.217697,0.083468,0.000293,-0.395593,1.177911,0.091732,0.000000,-0.450131,1.219120,0.093011,0.000001,-0.377926,1.256243,0.076552,0.000001,-0.314202,1.217516,0.072578,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.453173,1.230185,0.092591,-0.381803,1.270033,0.077887,-0.317701,1.231600,0.071105,-0.397941,1.191184,0.082545,-0.377162,1.053348,0.156579,-0.325345,0.969584,0.159870,-0.324795,0.991627,0.184570,-0.353640,1.051699,0.108431,-0.357557,1.007163,0.196933,,,,,,,,,,,,,,,,,,,-0.388284,0.946094,0.115535,0.819584,0.571472,-3.612419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.374812,1.202973,0.102235,-0.394550,1.003521,0.074179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,3.200000,0.036343,0.994158,0.076548,-0.066853,-0.384503,1.217687,0.083537,0.000300,-0.395635,1.177902,0.091802,0.000000,-0.450171,1.219113,0.093082,0.000001,-0.377965,1.256232,0.076619,0.000001,-0.314243,1.217502,0.072644,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.453391,1.230248,0.092710,-0.382114,1.270126,0.078020,-0.317921,1.231672,0.071221,-0.398190,1.191236,0.082678,-0.377233,1.053496,0.156582,-0.325362,0.969969,0.159710,-0.325134,0.991198,0.185021,-0.353694,1.051848,0.108369,-0.357621,1.007162,0.196968,,,,,,,,,,,,,,,,,,,-0.388348,0.946149,0.115532,0.819571,0.571465,-3.612404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.375368,1.202764,0.102319,-0.394652,1.003498,0.074184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,3.208333,0.036370,0.994156,0.076538,-0.066873,-0.384546,1.217678,0.083607,0.000295,-0.395680,1.177893,0.091873,0.000000,-0.450213,1.219107,0.093155,0.000001,-0.378006,1.256222,0.076688,0.000001,-0.314286,1.217489,0.072711,0.000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.453590,1.230406,0.092962,-0.382392,1.270221,0.078263,-0.318121,1.231735,0.071402,-0.398659,1.190931,0.083223,-0.377287,1.053843,0.156517,-0.325433,0.970133,0.159749,-0.325195,0.991302,0.185112,-0.353824,1.051929,0.108450,-0.358163,1.006909,0.196959,,,,,,,,,,,,,,,,,,,-0.388458,0.946085,0.115502,0.819567,0.571404,-3.612434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.375106,1.203833,0.102995,-0.394741,1.003618,0.074270,1.169010,2.015435,-1.123729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
