Format Version,1.23,Take Name,EXP_00A,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2023-07-06 11.21.54.277 AM,Total Frames in Take,697,Total Exported Frames,697,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
194,1.616667,-0.356160,0.919273,-0.115931,0.121028,-0.467916,1.253770,0.174757,0.000293,-0.526421,1.246800,0.128281,0.000001,-0.472964,1.288844,0.156574,0.000001,-0.494108,1.265926,0.215006,0.174545,-0.423802,1.261395,0.217991,0.120586,-0.470185,1.216139,0.185161,0.000000,-0.452988,1.256930,0.170946,0.000000,-0.434942,1.240354,0.149341,0.000001,-0.525405,1.246816,0.128255,-0.471981,1.289484,0.156675,-0.493581,1.265549,0.214809,-0.422983,1.261172,0.217904,,,,-0.452265,1.256151,0.170937,-0.434183,1.240012,0.149498,,,,-0.468112,1.215984,0.184064,,,,,,,-0.442929,1.248343,0.159981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,1.625000,-0.356553,0.919193,-0.115707,0.120689,-0.467731,1.253894,0.174961,0.000275,-0.526270,1.246882,0.128534,0.000001,-0.472821,1.288966,0.156784,0.000001,-0.493898,1.266028,0.215233,0.322418,-0.423586,1.261550,0.218158,0.146063,-0.469963,1.216261,0.185365,0.000000,-0.452808,1.257065,0.171137,0.000001,-0.434769,1.240504,0.149516,0.152730,-0.525370,1.246915,0.128413,-0.472017,1.289564,0.156867,-0.493502,1.265575,0.214945,-0.423043,1.261788,0.218237,,,,-0.452223,1.256292,0.171005,-0.434081,1.240267,0.149606,,,,-0.468000,1.216097,0.184192,,,,,,,,,,,,,-0.465059,1.228896,0.176911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1.633333,-0.357027,0.919061,-0.115526,0.120472,-0.467555,1.254007,0.175132,0.000284,-0.526116,1.246941,0.128740,0.103219,-0.472690,1.289074,0.156959,0.054100,-0.493710,1.266115,0.215420,0.396751,-0.423392,1.261704,0.218302,0.475448,-0.469745,1.216372,0.185536,0.000000,-0.452638,1.257193,0.171299,0.062971,-0.434596,1.240650,0.149666,0.299626,-0.525257,1.246911,0.128485,-0.471942,1.289653,0.156970,-0.493497,1.265687,0.215052,-0.422905,1.261899,0.218286,,,,-0.452175,1.256425,0.171029,-0.433938,1.240412,0.149679,,,,-0.467843,1.216186,0.184222,,,,,,,,,,,,,-0.464685,1.229205,0.176897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,1.641667,-0.357578,0.918899,-0.115136,0.120439,-0.467370,1.254083,0.175270,0.000267,-0.525941,1.246970,0.128900,0.103219,-0.472555,1.289153,0.157118,0.054100,-0.493522,1.266138,0.215575,0.396751,-0.423197,1.261811,0.218425,0.475448,-0.469509,1.216439,0.185655,0.000000,-0.452458,1.257288,0.171432,0.062971,-0.434405,1.240779,0.149783,0.299626,-0.525073,1.246855,0.128521,-0.471776,1.289656,0.157132,-0.493303,1.265569,0.215131,-0.422688,1.261942,0.218294,,,,-0.452031,1.256496,0.171131,-0.433739,1.240529,0.149734,,,,-0.467636,1.216215,0.184247,,,,,,,,,,,,,-0.464461,1.229190,0.176952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1.650000,-0.358130,0.918738,-0.114582,0.120559,-0.467152,1.254121,0.175379,0.000276,-0.525727,1.246976,0.129018,0.000001,-0.472387,1.289202,0.157261,0.018034,-0.493309,1.266105,0.215703,0.016460,-0.422978,1.261866,0.218530,0.425734,-0.469240,1.216465,0.185730,0.000000,-0.452245,1.257350,0.171541,0.000001,-0.434177,1.240884,0.149871,0.229179,-0.524813,1.246808,0.128533,-0.471556,1.289713,0.157150,-0.492987,1.265349,0.215162,-0.422456,1.261974,0.218317,,,,-0.451563,1.256478,0.171209,-0.433468,1.240597,0.149774,,,,-0.467045,1.216152,0.184216,,,,,,,,,,,,,-0.464119,1.229300,0.176942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1.658333,-0.358678,0.918557,-0.114024,0.120839,-0.466890,1.254131,0.175439,0.000225,-0.525454,1.246956,0.129068,0.000001,-0.472171,1.289224,0.157357,0.018034,-0.493064,1.266037,0.215774,0.016460,-0.422728,1.261889,0.218599,0.425734,-0.468929,1.216461,0.185750,0.000000,-0.451988,1.257383,0.171604,0.000001,-0.433897,1.240964,0.149918,0.229179,-0.524405,1.246750,0.128462,,,,-0.492634,1.265318,0.215076,-0.422154,1.261818,0.218132,,,,-0.451187,1.256479,0.171189,-0.433085,1.240663,0.149772,-0.471166,1.289841,0.157077,-0.465992,1.213457,0.189892,,,,,,,,,,,,,-0.463800,1.229334,0.176899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1.666667,-0.359205,0.918325,-0.113768,0.121277,-0.466551,1.254144,0.175450,0.000198,-0.525080,1.246921,0.129043,0.000001,-0.471868,1.289241,0.157387,0.000000,-0.492763,1.265992,0.215778,0.000001,-0.422423,1.261933,0.218640,0.197079,-0.468547,1.216465,0.185737,0.000000,-0.451651,1.257418,0.171626,0.000001,-0.433527,1.241035,0.149940,0.000001,-0.523799,1.246688,0.128216,,,,-0.492253,1.265324,0.214894,-0.421687,1.261957,0.218320,,,,-0.450514,1.256559,0.171007,-0.432493,1.240677,0.149645,-0.469663,1.290683,0.156389,,,,,,,,,,,,,,,,-0.470499,1.222125,0.181553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,1.675000,-0.359025,0.918368,-0.113650,0.121591,-0.466104,1.254133,0.175400,0.000356,-0.524610,1.246949,0.128958,0.000001,-0.471402,1.289241,0.157351,0.000000,-0.492334,1.265969,0.215720,0.000001,-0.421996,1.261890,0.218617,0.197079,-0.468114,1.216451,0.185667,0.000000,-0.451201,1.257406,0.171585,0.000001,-0.433069,1.241029,0.149901,0.000001,-0.523134,1.246719,0.127980,-0.469529,1.289247,0.156529,-0.491676,1.265413,0.214688,-0.420899,1.261261,0.218026,,,,-0.450137,1.256011,0.170495,-0.431847,1.240514,0.149522,,,,,,,,,,,,,,,,,,,-0.469943,1.222047,0.181369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1.683333,-0.358870,0.918351,-0.113740,0.122094,-0.465571,1.254129,0.175318,0.000329,-0.524031,1.246966,0.128814,0.000001,-0.470844,1.289241,0.157272,0.000001,-0.491840,1.265959,0.215614,0.000001,-0.421507,1.261867,0.218582,0.000001,-0.467599,1.216444,0.185575,0.000000,-0.450664,1.257399,0.171519,0.000001,-0.432513,1.241024,0.149849,0.000001,-0.522179,1.246800,0.127709,-0.469132,1.289333,0.156681,-0.490926,1.265248,0.214359,-0.420353,1.261494,0.217965,,,,-0.449283,1.256073,0.170506,-0.431054,1.240360,0.149375,,,,-0.464829,1.215676,0.183561,,,,,,,,,,,,,,,,-0.462304,1.227754,0.174643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1.691667,-0.358402,0.918501,-0.113615,0.122456,-0.464917,1.254037,0.175161,0.000334,-0.523353,1.246954,0.128615,0.000001,-0.470149,1.289166,0.157134,0.000001,-0.491202,1.265865,0.215447,0.000001,-0.420874,1.261711,0.218458,0.000001,-0.466984,1.216348,0.185392,0.000000,-0.450005,1.257297,0.171374,0.000001,-0.431854,1.240921,0.149705,0.000001,-0.521283,1.246805,0.127515,-0.468207,1.289138,0.156498,-0.489651,1.265071,0.214134,-0.419456,1.261118,0.217421,,,,-0.448389,1.256021,0.170283,-0.430154,1.240065,0.149065,,,,-0.463550,1.215313,0.183318,,,,,,,,,,,,,,,,-0.458031,1.230974,0.174615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1.700000,-0.357647,0.918782,-0.113648,0.122523,-0.464128,1.253933,0.174947,0.000327,-0.522563,1.246953,0.128385,0.000001,-0.469299,1.289074,0.156927,0.000001,-0.490404,1.265792,0.215230,0.000001,-0.420084,1.261527,0.218257,0.000001,-0.466257,1.216244,0.185169,0.000000,-0.449209,1.257171,0.171165,0.000001,-0.431079,1.240771,0.149497,0.000001,-0.520270,1.246853,0.127232,-0.466817,1.289065,0.156053,-0.488622,1.265007,0.213888,-0.418192,1.260835,0.217087,,,,-0.446987,1.255760,0.169886,-0.429139,1.239774,0.148653,,,,-0.463016,1.215597,0.183072,,,,,,,,,,,,,,,,-0.457739,1.230274,0.174606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1.708333,-0.357543,0.918801,-0.114225,0.122145,-0.463252,1.253708,0.174676,0.000254,-0.521703,1.246692,0.128138,0.000001,-0.468413,1.288827,0.156611,0.000001,-0.489513,1.265631,0.214950,0.000001,-0.419193,1.261338,0.217964,0.000001,-0.465395,1.216033,0.184947,0.000000,-0.448333,1.256934,0.170885,0.000001,-0.430216,1.240498,0.149234,0.000001,-0.519216,1.247058,0.126944,,,,-0.487418,1.264969,0.213572,-0.417057,1.260495,0.216829,,,,-0.445994,1.255552,0.169635,-0.428185,1.239435,0.148245,-0.466031,1.289412,0.155556,-0.462210,1.215494,0.182752,,,,,,,,,,,,,,,,,,,-0.436579,1.247648,0.158760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1.716667,-0.355926,0.919473,-0.114189,0.121848,-0.462242,1.253597,0.174367,0.000298,-0.520734,1.246806,0.127848,0.000001,-0.467287,1.288742,0.156319,0.000001,-0.488447,1.265596,0.214655,0.000001,-0.418141,1.261055,0.217642,0.000001,-0.464513,1.215926,0.184624,0.000000,-0.447314,1.256772,0.170572,0.000001,-0.429262,1.240281,0.148908,0.000001,-0.518125,1.247069,0.126651,-0.464310,1.288799,0.155257,-0.486054,1.265166,0.213307,-0.415656,1.260071,0.216392,,,,-0.445123,1.255115,0.169149,-0.427081,1.239060,0.147655,,,,-0.461210,1.215209,0.182283,,,,,,,,,,,,,,,,,,,-0.435559,1.247417,0.158457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1.725000,-0.353965,0.920279,-0.114591,0.121096,-0.461131,1.253445,0.174012,0.000340,-0.519692,1.246886,0.127547,0.000001,-0.466034,1.288601,0.155946,0.000001,-0.487247,1.265585,0.214315,0.000001,-0.416960,1.260734,0.217245,0.000001,-0.463560,1.215791,0.184294,0.000000,-0.446191,1.256551,0.170202,0.000001,-0.428231,1.239967,0.148533,0.000001,-0.517077,1.247059,0.126363,-0.462486,1.288414,0.154676,-0.484686,1.264960,0.212863,-0.414248,1.259775,0.215867,,,,-0.443304,1.254822,0.168524,-0.426033,1.238613,0.147241,,,,-0.460065,1.215290,0.181989,,,,,,,,,,,,,,,,,,,,,,-0.456086,1.228741,0.174104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.733333,-0.351698,0.921219,-0.114632,0.120515,-0.459942,1.253274,0.173649,0.000302,-0.518569,1.247019,0.127226,0.000001,-0.464683,1.288459,0.155597,0.000001,-0.485967,1.265532,0.213975,0.000001,-0.415703,1.260330,0.216851,0.000001,-0.462551,1.215629,0.183923,0.000000,-0.444990,1.256307,0.169829,0.000001,-0.427129,1.239639,0.148142,0.000001,-0.515845,1.247335,0.126124,-0.461231,1.288238,0.154474,-0.483317,1.264843,0.212591,-0.412956,1.259287,0.215539,,,,-0.442535,1.254430,0.168421,-0.424835,1.238223,0.146855,,,,-0.458737,1.214694,0.181553,,,,,,,,,,,,,,,,,,,,,,-0.454939,1.227907,0.173947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1.741667,-0.349175,0.922221,-0.115083,0.119758,-0.458726,1.253046,0.173259,0.000334,-0.517422,1.247097,0.126882,0.000001,-0.463283,1.288248,0.155192,0.000001,-0.484652,1.265472,0.213598,0.000001,-0.414416,1.259876,0.216425,0.000001,-0.461540,1.215422,0.183554,0.000000,-0.443760,1.255993,0.169427,0.000001,-0.426009,1.239213,0.147735,0.000001,-0.514784,1.247426,0.125832,-0.459481,1.288215,0.153817,-0.482047,1.264814,0.212174,-0.411709,1.258933,0.215122,,,,-0.441214,1.254116,0.168090,-0.423694,1.237689,0.146532,,,,-0.457948,1.214608,0.181173,,,,,,,,,,,,,,,,,,,,,,-0.454488,1.227033,0.173928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1.750000,-0.346780,0.923141,-0.115877,0.118855,-0.457488,1.252807,0.172860,0.000211,-0.516253,1.247118,0.126536,0.000001,-0.461867,1.288009,0.154750,0.000000,-0.483314,1.265427,0.213202,0.000001,-0.413108,1.259451,0.215982,0.000001,-0.460500,1.215213,0.183207,0.000000,-0.442509,1.255667,0.169012,0.000001,-0.424868,1.238763,0.147328,0.000001,-0.513716,1.247439,0.125567,,,,-0.480779,1.264921,0.211765,-0.410436,1.258585,0.214722,,,,-0.439859,1.254026,0.167881,-0.422713,1.237309,0.146254,-0.458336,1.288712,0.153132,-0.457297,1.214837,0.181062,,,,,,,,,,,,,,,,,,,,,,-0.453952,1.224808,0.173984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1.758333,-0.343048,0.924502,-0.115923,0.119065,-0.456249,1.252537,0.172470,0.000205,-0.515011,1.247365,0.126083,0.000001,-0.460335,1.287795,0.154400,0.000000,-0.482014,1.265308,0.212803,0.000001,-0.411860,1.258781,0.215643,0.000001,-0.459563,1.214954,0.182766,0.000000,-0.441244,1.255285,0.168640,0.000001,-0.423714,1.238271,0.146951,0.000001,-0.512395,1.247993,0.124793,,,,-0.479620,1.264903,0.211515,-0.409382,1.258289,0.214589,,,,-0.438963,1.253876,0.167540,-0.421677,1.237044,0.146092,-0.456355,1.289255,0.152342,-0.455977,1.214370,0.180690,,,,,,,,,,,,,,,,,,,,,,-0.452930,1.226660,0.173666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1.766667,-0.340003,0.925600,-0.115924,0.119268,-0.455012,1.252369,0.172097,0.000207,-0.513767,1.247621,0.125657,0.000001,-0.458860,1.287672,0.154064,0.000000,-0.480729,1.265257,0.212424,0.000001,-0.410620,1.258283,0.215314,0.000001,-0.458573,1.214796,0.182349,0.000000,-0.439987,1.255026,0.168282,0.000001,-0.422547,1.237925,0.146589,0.000001,-0.511354,1.248205,0.124555,-0.456187,1.287839,0.153101,-0.478584,1.264982,0.211289,-0.408437,1.258052,0.214341,,,,-0.437851,1.253897,0.167356,-0.420558,1.236970,0.145810,,,,-0.455157,1.214324,0.180665,,,,,,,,,,,,,,,,,,,,,,-0.452559,1.224316,0.173836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,1.775000,-0.337196,0.926533,-0.117240,0.118704,-0.453794,1.252262,0.171780,0.000259,-0.512566,1.247793,0.125332,0.000001,-0.457416,1.287554,0.153677,0.000001,-0.479442,1.265390,0.212074,0.000001,-0.409378,1.257981,0.214997,0.000001,-0.457594,1.214733,0.182103,0.000000,-0.438752,1.254817,0.167964,0.000001,-0.421414,1.237566,0.146309,0.000001,-0.510502,1.248186,0.124532,-0.454819,1.287964,0.152770,-0.477646,1.265134,0.211202,-0.407513,1.257787,0.214257,,,,-0.436609,1.254071,0.167232,-0.419729,1.236766,0.145866,,,,-0.454493,1.214368,0.180415,,,,,,,,,,,,,,,,,,,,,,-0.450825,1.226441,0.173212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1.783333,-0.334091,0.927588,-0.117338,0.119147,-0.452654,1.252106,0.171514,0.000161,-0.511389,1.248063,0.124981,0.000001,-0.456026,1.287440,0.153445,0.000001,-0.478272,1.265353,0.211788,0.000001,-0.408261,1.257494,0.214798,0.000001,-0.456707,1.214590,0.181790,0.000000,-0.437591,1.254569,0.167722,0.000001,-0.420334,1.237231,0.146071,0.000001,-0.509495,1.248651,0.124249,,,,-0.476865,1.265229,0.211144,-0.406628,1.257692,0.214193,,,,-0.435915,1.253862,0.167213,-0.418923,1.236642,0.145755,-0.454452,1.288287,0.152903,-0.454019,1.214567,0.180476,,,,,,,,,,,,,,,,,,,,,,-0.450541,1.224542,0.173542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,1.791667,-0.331316,0.928510,-0.117473,0.119577,-0.451614,1.251999,0.171295,0.000222,-0.510309,1.248334,0.124682,0.000001,-0.454760,1.287369,0.153255,0.000000,-0.477209,1.265355,0.211548,0.000001,-0.407248,1.257095,0.214643,0.000001,-0.455894,1.214498,0.181532,0.000000,-0.436531,1.254380,0.167525,0.000001,-0.419344,1.236964,0.145882,0.000001,-0.508808,1.248883,0.124181,,,,-0.476220,1.265381,0.211077,-0.405910,1.257267,0.214038,,,,-0.435339,1.253859,0.167215,-0.418340,1.236658,0.145720,-0.453675,1.288326,0.152933,-0.453198,1.214242,0.180306,,,,,,,,,,,,,,,,,,,,,,-0.450204,1.224258,0.173673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1.800000,-0.328852,0.929333,-0.117552,0.119907,-0.450681,1.251955,0.171140,0.000188,-0.509345,1.248626,0.124462,0.000001,-0.453629,1.287355,0.153127,0.000000,-0.476251,1.265406,0.211377,0.000001,-0.406335,1.256788,0.214538,0.000001,-0.455162,1.214467,0.181340,0.000000,-0.435583,1.254262,0.167388,0.000001,-0.418462,1.236778,0.145747,0.000001,-0.508354,1.249231,0.124253,,,,-0.475606,1.265592,0.211127,-0.405558,1.257515,0.214099,,,,-0.434985,1.253890,0.167263,-0.417768,1.236774,0.145810,-0.453088,1.288436,0.153230,-0.452781,1.214536,0.180336,,,,,,,,,,,,,,,,,,,,,,-0.449583,1.225982,0.173461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,1.808333,-0.326681,0.930085,-0.117531,0.120034,-0.449856,1.251973,0.171050,0.000179,-0.508508,1.248946,0.124337,0.152563,-0.452635,1.287401,0.153064,0.000000,-0.475387,1.265506,0.211284,0.551399,-0.405513,1.256572,0.214477,0.000001,-0.454510,1.214497,0.181217,0.000000,-0.434745,1.254216,0.167308,0.786796,-0.417691,1.236672,0.145662,0.550625,-0.507991,1.249606,0.124460,,,,-0.475065,1.265817,0.211252,-0.404949,1.257720,0.214339,,,,-0.434580,1.254093,0.167363,-0.417414,1.236924,0.145910,-0.452787,1.288836,0.153294,-0.452527,1.214796,0.180460,,,,,,,,,,,,,,,,,,,,,,-0.449795,1.224100,0.174044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1.816667,-0.324669,0.930827,-0.117284,0.119979,-0.449146,1.252060,0.171040,0.000213,-0.507809,1.249329,0.124322,0.152563,-0.451776,1.287519,0.153092,0.000000,-0.474622,1.265656,0.211288,0.551399,-0.404786,1.256427,0.214473,0.000001,-0.453958,1.214593,0.181166,0.000000,-0.434026,1.254244,0.167301,0.786796,-0.417044,1.236652,0.145637,0.550625,-0.507745,1.250124,0.124781,,,,-0.474614,1.266090,0.211554,-0.404625,1.257716,0.214288,,,,-0.434223,1.254512,0.167676,-0.417213,1.237143,0.146032,-0.452458,1.289144,0.153645,-0.452028,1.214805,0.180731,,,,,,,,,,,,,,,,,,,,,,-0.448655,1.226692,0.173644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,1.825000,-0.322813,0.931530,-0.116959,0.119854,-0.448573,1.252222,0.171108,0.000246,-0.507255,1.249771,0.124397,0.000001,-0.451070,1.287711,0.153201,0.000001,-0.473989,1.265870,0.211376,0.069146,-0.404189,1.256368,0.214538,0.000001,-0.453528,1.214762,0.181192,0.000000,-0.433446,1.254351,0.167368,0.050367,-0.416536,1.236719,0.145682,0.000001,-0.507742,1.250698,0.125071,-0.451965,1.289224,0.154011,-0.474425,1.266496,0.211910,-0.404117,1.257492,0.214558,,,,-0.434010,1.254809,0.167980,-0.417098,1.237460,0.146268,,,,-0.451927,1.215028,0.180904,,,,,,,,,,,,,,,,,,,,,,-0.448254,1.227159,0.173797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,1.833333,-0.322152,0.931895,-0.116567,0.119172,-0.448108,1.252424,0.171242,0.000294,-0.506862,1.250088,0.124615,0.000001,-0.450576,1.287927,0.153357,0.000001,-0.473445,1.266091,0.211554,0.069146,-0.403654,1.256479,0.214609,0.000001,-0.453106,1.214967,0.181313,0.000000,-0.432983,1.254533,0.167481,0.050367,-0.416132,1.236886,0.145760,0.000001,-0.507713,1.250645,0.125760,-0.451875,1.289564,0.154330,-0.474295,1.266572,0.212321,-0.403997,1.257725,0.214835,,,,-0.433945,1.255115,0.168287,-0.417075,1.237823,0.146499,,,,-0.451883,1.215330,0.181158,,,,,,,,,,,,,,,,,,,,,,-0.447853,1.227803,0.173914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,1.841667,-0.321586,0.932230,-0.115939,0.118694,-0.447777,1.252672,0.171461,0.000194,-0.506592,1.250458,0.124906,0.000001,-0.450224,1.288196,0.153618,0.000000,-0.473047,1.266326,0.211820,0.000001,-0.403265,1.256625,0.214778,0.000001,-0.452808,1.215210,0.181499,0.000000,-0.432654,1.254766,0.167684,0.000001,-0.415852,1.237122,0.145924,0.000001,-0.507794,1.251081,0.126226,,,,-0.474260,1.266879,0.212831,-0.403982,1.258110,0.215220,,,,-0.433958,1.255483,0.168707,-0.417130,1.238230,0.146797,-0.452278,1.290298,0.154858,-0.451908,1.215648,0.181514,,,,,,,,,,,,,,,,,,,,,,-0.447721,1.228397,0.174135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.850000,-0.321318,0.932464,-0.115205,0.118294,-0.447568,1.252972,0.171750,0.000253,-0.506440,1.250849,0.125263,0.000001,-0.450016,1.288519,0.153954,0.000000,-0.472781,1.266590,0.212156,0.000001,-0.403001,1.256846,0.215018,0.000001,-0.452608,1.215500,0.181748,0.000000,-0.432449,1.255062,0.167958,0.000001,-0.415682,1.237435,0.146155,0.000001,-0.507948,1.251527,0.126666,-0.451676,1.290338,0.155199,-0.474339,1.267168,0.213381,-0.404069,1.258586,0.215705,,,,-0.434128,1.255749,0.169109,-0.417222,1.238679,0.147220,,,,-0.451887,1.216170,0.182011,,,,,,,,,,,,,,,,,,,,,,-0.449252,1.226074,0.175546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,1.858333,-0.320701,0.932797,-0.114061,0.118453,-0.447487,1.253307,0.172116,0.000098,-0.506378,1.251361,0.125646,0.000001,-0.449904,1.288901,0.154408,0.000000,-0.472670,1.266853,0.212565,0.000001,-0.402900,1.257029,0.215376,0.000001,-0.452563,1.215817,0.182024,0.000000,-0.432367,1.255391,0.168323,0.000001,-0.415627,1.237800,0.146471,0.000001,-0.508138,1.252339,0.126999,,,,-0.474496,1.267491,0.213911,-0.404476,1.259333,0.216366,,,,-0.434269,1.256240,0.169566,-0.417376,1.239287,0.147780,-0.452661,1.291287,0.155905,-0.452266,1.217069,0.182669,,,,,,,,,,,,,,,,,,,,,,-0.449559,1.228129,0.174127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,1.866667,-0.320607,0.932957,-0.112931,0.118525,-0.447501,1.253688,0.172558,0.000164,-0.506420,1.251844,0.126120,0.000001,-0.449929,1.289321,0.154930,0.000000,-0.472660,1.267144,0.213052,0.000001,-0.402887,1.257313,0.215800,0.000001,-0.452571,1.216176,0.182386,0.000000,-0.432383,1.255780,0.168761,0.000001,-0.415657,1.238237,0.146859,0.000001,-0.508378,1.252671,0.127769,,,,-0.474741,1.267787,0.214426,-0.404723,1.259708,0.216857,,,,-0.434391,1.256857,0.170219,-0.417584,1.239815,0.148285,-0.452869,1.291767,0.156412,-0.452765,1.217684,0.182897,,,,,,,,,,,,,,,,,,,,,,-0.449844,1.226526,0.176553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,1.875000,-0.320914,0.932958,-0.111755,0.118803,-0.447618,1.254185,0.173036,0.000267,-0.506550,1.252394,0.126612,0.000001,-0.450084,1.289856,0.155491,0.000001,-0.472776,1.267525,0.213569,0.000001,-0.402994,1.257752,0.216272,0.000001,-0.452650,1.216646,0.182779,0.000000,-0.432503,1.256299,0.169239,0.000001,-0.415767,1.238823,0.147292,0.000001,-0.508595,1.253344,0.128170,-0.452737,1.291832,0.157064,-0.475090,1.268299,0.215070,-0.405020,1.259964,0.217265,,,,-0.434937,1.257312,0.170731,-0.417867,1.240540,0.148828,,,,-0.452872,1.218002,0.183238,,,,,,,,,,,,,,,,,,,,,,-0.449479,1.229864,0.176772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1.883333,-0.321096,0.932965,-0.110681,0.119264,-0.447814,1.254670,0.173557,0.000175,-0.506739,1.252943,0.127121,0.000001,-0.450303,1.290379,0.156092,0.000000,-0.472987,1.267901,0.214117,0.000001,-0.403199,1.258170,0.216807,0.000001,-0.452822,1.217105,0.183215,0.000000,-0.432700,1.256804,0.169767,0.000001,-0.415950,1.239388,0.147783,0.000001,-0.508868,1.253860,0.128677,,,,-0.475505,1.268693,0.215536,-0.405379,1.260542,0.218107,,,,-0.434933,1.257883,0.171237,-0.418160,1.241122,0.149364,-0.453678,1.292811,0.157849,-0.453134,1.218420,0.183776,,,,,,,,,,,,,,,,,,,,,,-0.449371,1.230648,0.177018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1.891667,-0.321444,0.932917,-0.109609,0.119692,-0.448081,1.255180,0.174109,0.000244,-0.507002,1.253494,0.127666,0.000001,-0.450606,1.290925,0.156722,0.000000,-0.473270,1.268297,0.214695,0.000001,-0.403471,1.258632,0.217368,0.000001,-0.453051,1.217589,0.183684,0.000000,-0.432969,1.257338,0.170323,0.000001,-0.416200,1.239987,0.148302,0.000001,-0.509167,1.254352,0.129210,,,,-0.475744,1.269077,0.216063,-0.405666,1.260871,0.218471,,,,-0.435596,1.258411,0.172008,-0.418490,1.241703,0.149864,-0.453731,1.293376,0.158583,-0.453367,1.218848,0.184234,,,,,,,,,,,,,,,,,,,,,,-0.449425,1.231188,0.177301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
